recv_time,book_timestamp,n_bids,n_asks,mid,spread,bid_px_0,bid_vol_0,bid_px_1,bid_vol_1,bid_px_2,bid_vol_2,bid_px_3,bid_vol_3,bid_px_4,bid_vol_4,bid_px_5,bid_vol_5,bid_px_6,bid_vol_6,bid_px_7,bid_vol_7,bid_px_8,bid_vol_8,bid_px_9,bid_vol_9,ask_px_0,ask_vol_0,ask_px_1,ask_vol_1,ask_px_2,ask_vol_2,ask_px_3,ask_vol_3,ask_px_4,ask_vol_4,ask_px_5,ask_vol_5,ask_px_6,ask_vol_6,ask_px_7,ask_vol_7,ask_px_8,ask_vol_8,ask_px_9,ask_vol_9
2026-07-02T18:28:43.528711+00:00,2026-07-02T18:28:43.516128,3,2,125.15,0.1,125.1,369,124.9,202,124.5,500,,,,,,,,,,,,,,,125.2,500,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:43.805058+00:00,2026-07-02T18:28:43.804008,3,2,125.15,0.1,125.1,364,124.9,202,124.5,500,,,,,,,,,,,,,,,125.2,500,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:43.825723+00:00,2026-07-02T18:28:43.824552,3,2,125.15,0.1,125.1,342,124.9,202,124.5,500,,,,,,,,,,,,,,,125.2,500,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:43.846534+00:00,2026-07-02T18:28:43.846419,2,1,125.2,0.2,125.1,342,124.9,202,,,,,,,,,,,,,,,,,125.3,627,,,,,,,,,,,,,,,,,,
2026-07-02T18:28:43.855650+00:00,2026-07-02T18:28:43.855012,3,2,125.15,0.1,125.1,342,124.9,202,124.5,500,,,,,,,,,,,,,,,125.2,500,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:44.172613+00:00,2026-07-02T18:28:44.172495,2,2,125.05,0.3,124.9,202,124.5,500,,,,,,,,,,,,,,,,,125.2,500,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:44.177888+00:00,2026-07-02T18:28:44.177836,3,2,125.1,0.2,125.0,625,124.9,202,124.5,500,,,,,,,,,,,,,,,125.2,500,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:44.463692+00:00,2026-07-02T18:28:44.464274,3,2,125.1,0.2,125.0,625,124.9,202,124.5,500,,,,,,,,,,,,,,,125.2,500,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:44.495729+00:00,2026-07-02T18:28:44.495663,3,2,125.1,0.2,125.0,625,124.9,2,124.5,500,,,,,,,,,,,,,,,125.2,500,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:44.500925+00:00,2026-07-02T18:28:44.500839,3,2,125.1,0.2,125.0,825,124.9,2,124.5,500,,,,,,,,,,,,,,,125.2,700,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:45.064316+00:00,2026-07-02T18:28:45.064150,3,2,125.1,0.2,125.0,825,124.9,2,124.4,500,,,,,,,,,,,,,,,125.2,200,125.3,627,,,,,,,,,,,,,,,,
2026-07-02T18:28:45.069727+00:00,2026-07-02T18:28:45.069495,3,3,125.05,0.1,125.0,825,124.9,2,124.4,500,,,,,,,,,,,,,,,125.1,500,125.2,200,125.3,627,,,,,,,,,,,,,,
2026-07-02T18:28:45.299909+00:00,2026-07-02T18:28:45.299764,2,3,125.05,0.1,125.0,825,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.2,200,125.3,625,,,,,,,,,,,,,,
2026-07-02T18:28:45.481439+00:00,2026-07-02T18:28:45.481359,2,3,125.05,0.1,125.0,200,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.2,200,125.3,625,,,,,,,,,,,,,,
2026-07-02T18:28:45.486806+00:00,2026-07-02T18:28:45.486713,2,2,125.05,0.1,125.0,825,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.2,200,,,,,,,,,,,,,,,,
2026-07-02T18:28:45.492013+00:00,2026-07-02T18:28:45.491910,2,3,125.05,0.1,125.0,825,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.2,200,125.3,625,,,,,,,,,,,,,,
2026-07-02T18:28:45.664259+00:00,2026-07-02T18:28:45.664095,1,2,125.1,0.2,125.0,825,,,,,,,,,,,,,,,,,,,125.2,200,125.3,625,,,,,,,,,,,,,,,,
2026-07-02T18:28:45.669665+00:00,2026-07-02T18:28:45.669455,2,2,125.1,0.2,125.0,825,124.4,500,,,,,,,,,,,,,,,,,125.2,200,125.3,625,,,,,,,,,,,,,,,,
2026-07-02T18:28:45.680070+00:00,2026-07-02T18:28:45.679962,2,3,125.05,0.1,125.0,825,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.2,200,125.3,625,,,,,,,,,,,,,,
2026-07-02T18:28:45.699623+00:00,2026-07-02T18:28:45.696270,2,3,125.05,0.1,125.0,625,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.2,200,125.3,625,,,,,,,,,,,,,,
2026-07-02T18:28:45.711601+00:00,2026-07-02T18:28:45.711396,2,2,125.05,0.1,125.0,625,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.3,625,,,,,,,,,,,,,,,,
2026-07-02T18:28:45.716539+00:00,2026-07-02T18:28:45.716676,2,3,125.05,0.1,125.0,825,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.2,200,125.3,625,,,,,,,,,,,,,,
2026-07-02T18:28:46.264148+00:00,2026-07-02T18:28:46.264059,2,2,125.1,0.2,125.0,825,124.4,500,,,,,,,,,,,,,,,,,125.2,200,125.3,625,,,,,,,,,,,,,,,,
2026-07-02T18:28:46.269530+00:00,2026-07-02T18:28:46.269357,2,3,125.05,0.1,125.0,825,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.2,200,125.3,625,,,,,,,,,,,,,,
2026-07-02T18:28:46.790412+00:00,2026-07-02T18:28:46.790309,2,2,125.05,0.1,125.0,200,124.4,500,,,,,,,,,,,,,,,,,125.1,500,125.2,200,,,,,,,,,,,,,,,,
2026-07-02T18:28:46.795684+00:00,2026-07-02T18:28:46.795901,3,2,125.05,0.1,125.0,200,124.9,625,124.4,500,,,,,,,,,,,,,,,125.1,500,125.2,825,,,,,,,,,,,,,,,,
