recv_time,book_timestamp,n_bids,n_asks,mid,spread,bid_px_0,bid_vol_0,bid_px_1,bid_vol_1,bid_px_2,bid_vol_2,bid_px_3,bid_vol_3,bid_px_4,bid_vol_4,bid_px_5,bid_vol_5,bid_px_6,bid_vol_6,bid_px_7,bid_vol_7,bid_px_8,bid_vol_8,bid_px_9,bid_vol_9,ask_px_0,ask_vol_0,ask_px_1,ask_vol_1,ask_px_2,ask_vol_2,ask_px_3,ask_vol_3,ask_px_4,ask_vol_4,ask_px_5,ask_vol_5,ask_px_6,ask_vol_6,ask_px_7,ask_vol_7,ask_px_8,ask_vol_8,ask_px_9,ask_vol_9
2026-07-03T11:19:52.395060+00:00,2026-07-03T11:19:52.454649,2,3,117.55,0.1,117.5,825,116.9,500,,,,,,,,,,,,,,,,,117.6,500,117.7,200,117.8,625,,,,,,,,,,,,,,
2026-07-03T11:20:03.481414+00:00,2026-07-03T11:20:03.377542,1,3,116.85,0.7,116.5,500,,,,,,,,,,,,,,,,,,,117.2,300,117.4,200,117.5,625,,,,,,,,,,,,,,
2026-07-03T11:20:04.509737+00:00,2026-07-03T11:20:04.508818,2,2,117.1,0.2,117.0,122,116.3,500,,,,,,,,,,,,,,,,,117.2,625,117.4,200,,,,,,,,,,,,,,,,
2026-07-03T11:20:04.785584+00:00,2026-07-03T11:20:04.585667,2,2,117.1,0.2,117.0,122,116.3,500,,,,,,,,,,,,,,,,,117.2,425,117.4,200,,,,,,,,,,,,,,,,
2026-07-03T11:20:05.105174+00:00,2026-07-03T11:20:05.104898,1,3,116.65,0.7,116.3,500,,,,,,,,,,,,,,,,,,,117.0,378,117.2,425,117.4,200,,,,,,,,,,,,,,
2026-07-03T11:20:05.170103+00:00,2026-07-03T11:20:05.169943,2,3,116.95,0.1,116.9,625,116.3,500,,,,,,,,,,,,,,,,,117.0,378,117.1,625,117.4,200,,,,,,,,,,,,,,
2026-07-03T11:20:05.196181+00:00,2026-07-03T11:20:05.196067,2,3,116.95,0.1,116.9,625,116.3,500,,,,,,,,,,,,,,,,,117.0,358,117.1,625,117.4,200,,,,,,,,,,,,,,
2026-07-03T11:20:05.692661+00:00,2026-07-03T11:20:05.692488,1,3,116.95,0.1,116.9,625,,,,,,,,,,,,,,,,,,,117.0,358,117.1,625,117.4,200,,,,,,,,,,,,,,
2026-07-03T11:20:05.697990+00:00,2026-07-03T11:20:05.697874,1,2,117.0,0.2,116.9,625,,,,,,,,,,,,,,,,,,,117.1,625,117.4,200,,,,,,,,,,,,,,,,
2026-07-03T11:20:05.703345+00:00,2026-07-03T11:20:05.703249,2,2,117.0,0.2,116.9,625,116.3,500,,,,,,,,,,,,,,,,,117.1,625,117.4,200,,,,,,,,,,,,,,,,
2026-07-03T11:20:05.740688+00:00,2026-07-03T11:20:05.740533,2,3,116.95,0.1,116.9,625,116.3,500,,,,,,,,,,,,,,,,,117.0,500,117.1,625,117.4,200,,,,,,,,,,,,,,
2026-07-03T11:20:05.795194+00:00,2026-07-03T11:20:05.795076,2,2,116.95,0.1,116.9,625,116.3,500,,,,,,,,,,,,,,,,,117.0,500,117.1,625,,,,,,,,,,,,,,,,
2026-07-03T11:20:05.800482+00:00,2026-07-03T11:20:05.800372,2,3,116.95,0.1,116.9,625,116.3,500,,,,,,,,,,,,,,,,,117.0,300,117.1,625,117.4,200,,,,,,,,,,,,,,
2026-07-03T11:20:06.292129+00:00,2026-07-03T11:20:06.291843,1,3,116.95,0.1,116.9,625,,,,,,,,,,,,,,,,,,,117.0,300,117.1,625,117.4,200,,,,,,,,,,,,,,
2026-07-03T11:20:06.339749+00:00,2026-07-03T11:20:06.339476,1,2,117.0,0.2,116.9,625,,,,,,,,,,,,,,,,,,,117.1,625,117.4,200,,,,,,,,,,,,,,,,
2026-07-03T11:20:06.358558+00:00,2026-07-03T11:20:06.350112,2,3,116.95,0.1,116.9,625,116.3,500,,,,,,,,,,,,,,,,,117.0,500,117.1,625,117.4,200,,,,,,,,,,,,,,
2026-07-03T11:20:06.458795+00:00,2026-07-03T11:20:06.452424,1,2,116.65,0.7,116.3,500,,,,,,,,,,,,,,,,,,,117.0,500,117.4,200,,,,,,,,,,,,,,,,
