timestamp,recv_time,price,volume,aggressor_side,buyer,seller,trade_id
2026-06-29T17:00:03.092313,2026-06-29T07:00:03.678625+00:00,110.6,200,ask,,,12286892
2026-06-29T17:00:04.406873,2026-06-29T07:00:04.986598+00:00,110.5,1,ask,,,12286923
2026-06-29T17:00:04.406873,2026-06-29T07:00:04.997598+00:00,110.5,200,ask,,,12286924
2026-06-29T17:00:04.450710,2026-06-29T07:00:05.030599+00:00,110.5,25,bid,,,12286926
2026-06-29T17:00:04.472483,2026-06-29T07:00:05.052599+00:00,110.5,35,bid,,,12286927
2026-06-29T17:00:04.561676,2026-06-29T07:00:05.151598+00:00,110.5,35,bid,,,12286930
2026-06-29T17:00:04.574578,2026-06-29T07:00:05.162598+00:00,110.5,25,bid,,,12286933
2026-06-29T17:00:04.654838,2026-06-29T07:00:05.239599+00:00,110.5,30,bid,,,12286934
2026-06-29T17:00:04.663624,2026-06-29T07:00:05.250599+00:00,110.5,25,bid,,,12286937
2026-06-29T17:00:04.746315,2026-06-29T07:00:05.327598+00:00,110.3,26,ask,,,12286939
2026-06-29T17:00:04.996741,2026-06-29T07:00:05.580599+00:00,110.5,200,bid,,,12286943
2026-06-29T17:00:06.208571,2026-06-29T07:00:06.789666+00:00,110.7,1,bid,,,12286967
2026-06-29T17:00:07.035448,2026-06-29T07:00:07.625675+00:00,110.7,199,ask,,,12286974
2026-06-29T17:00:07.420907,2026-06-29T07:00:07.999666+00:00,110.6,15,ask,,,12286976
2026-06-29T17:00:08.346442,2026-06-29T07:00:08.933594+00:00,110.6,185,bid,,,12287009
2026-06-29T17:00:08.361421,2026-06-29T07:00:08.944594+00:00,110.7,35,ask,,,12287011
2026-06-29T17:00:08.385792,2026-06-29T07:00:08.966594+00:00,110.7,25,ask,,,12287012
2026-06-29T17:00:08.449939,2026-06-29T07:00:09.032594+00:00,110.7,35,ask,,,12287015
2026-06-29T17:00:08.474546,2026-06-29T07:00:09.054594+00:00,110.7,25,ask,,,12287016
2026-06-29T17:00:08.540187,2026-06-29T07:00:09.120594+00:00,110.7,30,ask,,,12287019
2026-06-29T17:00:10.963805,2026-06-29T07:00:11.551586+00:00,110.6,200,bid,,,12287064
2026-06-29T17:00:11.051139,2026-06-29T07:00:11.639586+00:00,110.6,200,ask,,,12287067
2026-06-29T17:00:12.263372,2026-06-29T07:00:12.849489+00:00,110.6,200,ask,,,12287090
2026-06-29T17:00:12.276963,2026-06-29T07:00:12.860489+00:00,110.5,7,ask,,,12287091
2026-06-29T17:00:12.276963,2026-06-29T07:00:12.860489+00:00,110.5,1,ask,,,12287092
2026-06-29T17:00:12.276963,2026-06-29T07:00:12.860489+00:00,110.4,200,ask,,,12287093
2026-06-29T17:00:12.295366,2026-06-29T07:00:12.882489+00:00,110.4,25,bid,,,12287098
2026-06-29T17:00:12.311918,2026-06-29T07:00:12.893489+00:00,110.4,84,bid,,,12287099
2026-06-29T17:00:13.468925,2026-06-29T07:00:14.048048+00:00,110.4,200,bid,,,12287133
2026-06-29T17:00:14.383915,2026-06-29T07:00:14.971581+00:00,110.5,20,ask,,,12287154
2026-06-29T17:00:14.696709,2026-06-29T07:00:15.279574+00:00,110.5,200,ask,,,12287163
2026-06-29T17:00:15.908322,2026-06-29T07:00:16.492109+00:00,110.6,1,ask,,,12287182
2026-06-29T17:00:18.331102,2026-06-29T07:00:18.911662+00:00,110.5,11,ask,,,12287221
2026-06-29T17:00:18.331102,2026-06-29T07:00:18.911662+00:00,110.5,1,ask,,,12287222
2026-06-29T17:00:18.829241,2026-06-29T07:00:19.417661+00:00,110.5,188,bid,,,12287235
2026-06-29T17:00:19.539326,2026-06-29T07:00:20.121662+00:00,110.5,200,ask,,,12287242
2026-06-29T17:00:20.139923,2026-06-29T07:00:20.726662+00:00,110.5,500,ask,,,12287256
2026-06-29T17:00:20.687599,2026-06-29T07:00:21.276662+00:00,110.5,125,bid,,,12287261
2026-06-29T17:00:20.715173,2026-06-29T07:00:21.298662+00:00,110.5,25,ask,,,12287263
2026-06-29T17:00:20.744582,2026-06-29T07:00:21.331662+00:00,110.5,35,ask,,,12287268
2026-06-29T17:00:20.759931,2026-06-29T07:00:21.342662+00:00,110.6,1,bid,,,12287269
2026-06-29T17:00:20.817610,2026-06-29T07:00:21.397039+00:00,110.5,25,ask,,,12287271
2026-06-29T17:00:20.832498,2026-06-29T07:00:21.419039+00:00,110.5,15,ask,,,12287274
2026-06-29T17:00:21.445883,2026-06-29T07:00:22.035039+00:00,110.6,199,bid,,,12287290
2026-06-29T17:00:21.445883,2026-06-29T07:00:22.035039+00:00,110.7,9,bid,,,12287291
2026-06-29T17:00:21.482099,2026-06-29T07:00:22.068039+00:00,110.7,6,ask,,,12287293
2026-06-29T17:00:21.525932,2026-06-29T07:00:22.112039+00:00,110.7,1,ask,,,12287294
2026-06-29T17:00:21.582513,2026-06-29T07:00:22.167039+00:00,110.7,20,ask,,,12287296
