timestamp,buy_venue,sell_venue,gap,units,reducing
1786139941.5848982,BASKET,OB5X_202706_F,0.3143,8,0
1786139945.1323402,OB5X_202703_F,BASKET,0.0954,7,1
1786139945.1840966,OB5X_202612_F,BASKET,0.0549,1,1
1786139946.8459585,BASKET,OB5X_202703_F,0.1838,2,0
1786139956.9471462,BASKET,OB5X_202706_F,0.4657,7,0
1786139966.1388667,OB5X_202612_F,BASKET,0.0817,8,1
1786139966.394089,OB5X_202612_F,BASKET,0.0815,1,1
1786139977.982214,BASKET,OB5X_202706_F,0.223,8,0
1786139979.8023312,OB5X_202706_F,BASKET,0.1855,7,1
1786139979.912983,OB5X_202706_F,OB5X_ETF,0.2994,48,1
1786139987.3762324,BASKET,OB5X_202612_F,0.4497,8,0
1786139995.271208,OB5X_202612_F,BASKET,0.1175,8,1
1786139995.3316948,OB5X_202706_F,BASKET,0.212,1,0
1786139997.5668094,OB5X_ETF,OB5X_202703_F,0.8486,48,1
1786140000.3616745,FLATTEN,OB5X_202706_F,12.06,12,0
1786140004.3053036,BASKET,OB5X_202703_F,0.4739,8,0
1786140030.5441992,OB5X_202703_F,BASKET,0.2427,7,1
1786140031.856529,BASKET,OB5X_202706_F,0.1295,8,0
1786140095.0824096,OB5X_202703_F,BASKET,0.1552,8,1
1786140095.1884358,OB5X_202706_F,BASKET,0.1084,1,0
1786140098.9658704,OB5X_202703_F,OB5X_ETF,0.2829,48,1
1786140105.2917433,OB5X_ETF,OB5X_202706_F,0.7558,48,1
1786140113.31641,BASKET,OB5X_202706_F,0.4562,6,0
1786140113.3680437,BASKET,OB5X_202612_F,0.4502,3,0
1786140115.882647,OB5X_202706_F,OB5X_ETF,0.4383,48,1
1786140115.9471195,OB5X_202706_F,BASKET,0.1123,8,0
1786140116.1090562,OB5X_202703_F,BASKET,0.145,1,0
1786140117.9495993,OB5X_ETF,OB5X_202706_F,0.062,10,1
1786140122.8132684,OB5X_ETF,OB5X_202706_F,0.2605,38,1
1786140133.7798858,OB5X_202612_F,OB5X_ETF,0.4526,48,1
1786140140.4989479,OB5X_ETF,OB5X_202703_F,0.0191,48,1
1786140149.1025476,OB5X_202706_F,OB5X_ETF,0.036,48,1
1786140157.8437045,OB5X_ETF,OB5X_202706_F,0.5725,48,1
1786140171.138704,BASKET,OB5X_202706_F,0.1791,8,0
1786140173.7679126,OB5X_202703_F,BASKET,0.0991,17,1
1786140182.9588442,BASKET,OB5X_202612_F,0.014,17,1
1786140188.6630154,OB5X_202706_F,BASKET,0.0604,3,1
1786140209.2665243,BASKET,OB5X_202706_F,0.6756,4,0
1786140235.5095456,OB5X_202703_F,BASKET,0.5042,5,1
1786140241.5439558,OB5X_202703_F,OB5X_ETF,0.0735,48,1
1786140248.7997563,OB5X_ETF,OB5X_202703_F,0.0257,48,1
1786140257.8824453,OB5X_202703_F,BASKET,0.4993,8,1
1786140276.268683,BASKET,OB5X_202706_F,0.2445,12,0
1786140286.7684586,OB5X_202706_F,BASKET,0.1291,13,1
1786140301.6226556,BASKET,OB5X_202612_F,0.198,13,1
1786140329.1219447,OB5X_202703_F,BASKET,0.1825,13,1
1786140330.453662,BASKET,OB5X_202703_F,0.0703,13,1
1786140343.2520118,OB5X_202703_F,BASKET,0.1557,13,1
1786140344.8951957,BASKET,OB5X_202703_F,0.0157,13,1
1786140350.3831842,OB5X_202706_F,OB5X_ETF,0.2379,45,1
1786140350.4256332,OB5X_202706_F,BASKET,0.1628,1,0
1786140350.466726,OB5X_202703_F,BASKET,0.2098,12,1
1786140353.8084478,OB5X_ETF,OB5X_202706_F,0.7426,45,1
1786140353.8421738,BASKET,OB5X_202706_F,0.2312,6,0
1786140358.1116824,BASKET,OB5X_202703_F,0.1337,8,0
1786140365.6722069,OB5X_202706_F,OB5X_ETF,0.0616,48,1
1786140371.4235325,OB5X_ETF,OB5X_202706_F,0.1418,48,1
1786140377.749467,OB5X_202703_F,OB5X_ETF,0.0043,48,1
1786140384.0772765,OB5X_ETF,OB5X_202612_F,0.3271,48,1
1786140386.5853877,OB5X_202612_F,BASKET,0.0786,13,1
1786140387.2399054,OB5X_202706_F,OB5X_ETF,0.2811,48,1
1786140403.1062047,OB5X_ETF,OB5X_202612_F,0.7266,48,0
1786140454.860561,BASKET,OB5X_202612_F,0.4722,12,0
1786140469.5474174,OB5X_202706_F,BASKET,0.1339,12,0
1786140482.9411666,BASKET,OB5X_202703_F,0.1497,12,1
1786140494.8397598,OB5X_202612_F,BASKET,0.0314,12,1
1786140515.425584,BASKET,OB5X_202706_F,0.1008,12,1
1786140517.0821297,OB5X_202612_F,OB5X_ETF,0.0946,48,1
1786140520.3298035,OB5X_ETF,OB5X_202706_F,0.1115,48,1
1786140525.6764019,OB5X_202706_F,BASKET,0.0569,12,1
1786140552.0163858,OB5X_202612_F,OB5X_ETF,0.0882,48,1
1786140554.5157344,BASKET,OB5X_202706_F,0.2771,12,0
1786140555.19622,OB5X_ETF,OB5X_202612_F,0.7092,48,1
1786140583.6830516,OB5X_202612_F,OB5X_ETF,0.1892,3,1
1786140583.7169473,OB5X_202706_F,OB5X_ETF,0.1739,8,1
1786140585.1526425,OB5X_202706_F,OB5X_ETF,0.2719,37,1
1786140585.1971712,OB5X_202706_F,BASKET,0.0383,12,1
1786140590.5797799,BASKET,OB5X_202706_F,0.2333,12,0
1786140602.768895,OB5X_ETF,OB5X_202703_F,0.0973,48,1
1786140687.720669,OB5X_202703_F,BASKET,0.127,12,1
1786140691.685105,BASKET,OB5X_202612_F,0.1277,12,0
1786140700.9052043,OB5X_202612_F,BASKET,0.1653,12,1
1786140732.6300337,OB5X_202612_F,OB5X_ETF,0.3556,48,1
1786140742.2006059,OB5X_ETF,OB5X_202706_F,0.5528,48,0
1786140774.6946764,BASKET,OB5X_202612_F,0.154,12,1
1786140802.152325,OB5X_202703_F,BASKET,0.0045,3,1
1786140851.0741107,OB5X_202706_F,BASKET,0.1087,8,1
1786140851.3365455,OB5X_202706_F,BASKET,0.1085,1,1
1786140879.950749,BASKET,OB5X_202612_F,0.4256,12,0
1786140897.3407924,OB5X_202706_F,OB5X_ETF,0.2511,48,1
1786140918.3936143,OB5X_202703_F,BASKET,0.1253,12,0
1786140925.5811791,OB5X_ETF,OB5X_202706_F,0.0627,48,1
1786141003.6957562,BASKET,OB5X_202612_F,0.1433,12,0
1786141084.0997236,OB5X_202706_F,BASKET,0.2302,12,1
1786141124.7476141,OB5X_202706_F,OB5X_ETF,0.5591,32,1
1786141126.1718378,OB5X_ETF,OB5X_202703_F,0.1233,32,1
1786141134.8400354,OB5X_202703_F,OB5X_ETF,0.4751,48,1
1786141202.0115256,OB5X_ETF,OB5X_202703_F,0.1216,48,1
1786141261.5333908,OB5X_202703_F,OB5X_ETF,0.0839,48,1
1786141287.8935215,OB5X_ETF,OB5X_202703_F,0.3212,48,1
1786141401.5395894,OB5X_202706_F,OB5X_ETF,0.2823,48,0
1786141405.1521347,OB5X_ETF,OB5X_202706_F,0.0058,48,1
1786141521.2869706,OB5X_202703_F,OB5X_ETF,0.3212,41,1
1786141521.360678,OB5X_202612_F,OB5X_ETF,0.2826,7,0
1786141527.60741,OB5X_ETF,OB5X_202703_F,0.1768,48,1
1786141537.1039457,OB5X_202612_F,OB5X_ETF,0.0813,48,1
1786141540.2644188,OB5X_ETF,OB5X_202612_F,0.6205,48,1
1786141632.0616813,OB5X_202703_F,OB5X_ETF,0.1253,48,1
1786141641.614652,OB5X_ETF,OB5X_202703_F,0.4777,48,1
1786141777.9815705,OB5X_202612_F,OB5X_ETF,0.1887,48,1
1786141781.145219,OB5X_ETF,OB5X_202612_F,0.3123,48,1
1786141787.4283688,OB5X_202612_F,OB5X_ETF,0.0894,48,1
1786141794.5461183,OB5X_ETF,OB5X_202612_F,0.3136,48,1
1786141822.315356,OB5X_202703_F,OB5X_ETF,0.0367,48,1
1786141831.761269,OB5X_ETF,OB5X_202706_F,0.3819,48,1
1786141841.2632082,OB5X_202706_F,OB5X_ETF,0.3144,48,1
1786141850.2105408,OB5X_ETF,OB5X_202706_F,0.0785,48,1
1786141990.0581152,OB5X_202706_F,OB5X_ETF,0.1144,48,1
1786142002.7156436,OB5X_ETF,OB5X_202706_F,0.2959,48,1
1786142012.1581228,OB5X_202706_F,OB5X_ETF,0.2131,48,1
1786142015.3872662,OB5X_ETF,OB5X_202706_F,0.0895,48,1
1786142053.4083214,OB5X_202612_F,OB5X_ETF,0.4909,48,1
1786142057.801778,OB5X_ETF,OB5X_202703_F,0.0847,48,1
1786142069.2749205,OB5X_202706_F,OB5X_ETF,0.2102,48,1
1786142077.7727091,OB5X_ETF,OB5X_202706_F,0.188,48,1
1786142100.9732933,OB5X_202703_F,OB5X_ETF,0.8214,48,1
1786142104.1290267,OB5X_ETF,OB5X_202612_F,0.9113,48,1
1786142164.3427684,OB5X_202706_F,OB5X_ETF,0.1127,48,1
1786142186.4165072,OB5X_ETF,OB5X_202612_F,0.1025,48,0
1786142224.5214448,OB5X_202612_F,OB5X_ETF,0.0968,48,1
1786142230.8773518,OB5X_ETF,OB5X_202703_F,0.2839,48,1
1786142294.2358024,OB5X_202612_F,OB5X_ETF,0.098,48,1
1786142332.297001,OB5X_ETF,OB5X_202612_F,0.3929,48,1
1786142382.9286373,OB5X_202612_F,OB5X_ETF,0.0003,48,1
1786142417.1452312,OB5X_ETF,OB5X_202706_F,0.0635,48,1
1786142510.4003441,OB5X_202706_F,OB5X_ETF,0.1317,48,1
1786142512.8956609,OB5X_ETF,OB5X_202612_F,0.3867,48,1
1786142541.459521,OB5X_202703_F,OB5X_ETF,0.0353,48,1
1786142547.803487,OB5X_ETF,OB5X_202706_F,0.4714,48,1
1786142554.130813,OB5X_202706_F,OB5X_ETF,0.3382,48,1
1786142566.8173778,OB5X_ETF,OB5X_202703_F,0.1687,48,1
1786142569.925564,OB5X_202612_F,OB5X_ETF,0.113,48,1
1786142576.349831,OB5X_ETF,OB5X_202612_F,0.1899,48,1
1786142725.68923,OB5X_202612_F,OB5X_ETF,0.0073,5,1
1786142731.6337745,OB5X_ETF,OB5X_202706_F,0.439,5,0
1786142795.3498557,OB5X_202706_F,OB5X_ETF,0.162,48,1
1786142804.4908342,OB5X_ETF,OB5X_202706_F,0.7504,48,1
1786142814.0779417,OB5X_202706_F,OB5X_ETF,0.2385,48,1
1786142817.1390023,OB5X_ETF,OB5X_202612_F,0.2062,48,1
1786143099.1337686,OB5X_202703_F,OB5X_ETF,0.1577,48,1
1786143121.3287446,OB5X_ETF,OB5X_202706_F,0.1504,48,1
1786143156.194784,OB5X_202706_F,OB5X_ETF,0.237,48,1
1786143159.367063,OB5X_ETF,OB5X_202706_F,0.1546,48,1
1786143223.0384607,OB5X_202612_F,OB5X_ETF,0.199,48,1
1786143257.632804,OB5X_ETF,OB5X_202703_F,0.4279,48,1
1786143266.0603046,OB5X_202703_F,OB5X_ETF,0.066,48,1
1786143268.7796524,OB5X_ETF,OB5X_202706_F,0.2259,48,0
1786143349.5151913,OB5X_202612_F,OB5X_ETF,0.7176,48,0
1786143359.7739072,OB5X_ETF,OB5X_202706_F,0.2144,48,0
1786143377.456832,OB5X_202706_F,OB5X_ETF,0.1815,48,1
1786143384.5619774,OB5X_ETF,OB5X_202706_F,0.2141,48,0
1786143555.410004,OB5X_202706_F,OB5X_ETF,0.6962,48,1
1786143558.5635822,OB5X_ETF,OB5X_202703_F,0.9405,2,1
1786143558.594538,OB5X_ETF,OB5X_202706_F,0.9026,46,0
1786143618.7296064,OB5X_202706_F,OB5X_ETF,0.3912,48,1
1786143626.6015654,OB5X_202706_F,BASKET,0.0276,15,1
1786143632.1006076,BASKET,OB5X_202703_F,0.1344,16,1
1786143634.5022037,OB5X_202706_F,BASKET,0.1632,2,1
1786143637.022657,OB5X_ETF,OB5X_202703_F,0.044,48,1
1786143644.997536,BASKET,OB5X_202703_F,0.2128,1,0
1786143647.2464793,OB5X_202706_F,OB5X_ETF,0.0878,48,1
1786143659.9836717,OB5X_ETF,OB5X_202706_F,0.0108,48,1
1786143706.7621949,OB5X_202703_F,BASKET,0.0457,1,1
1786143708.638182,OB5X_202703_F,OB5X_ETF,0.0432,28,1
1786143726.5683556,BASKET,OB5X_202612_F,0.5294,1,0
1786143727.9694407,OB5X_202706_F,BASKET,0.0609,1,1
1786143729.8993554,OB5X_202706_F,OB5X_ETF,0.1603,20,0
1786143739.1637113,OB5X_ETF,OB5X_202612_F,0.292,48,1
1786143748.9341185,OB5X_202703_F,OB5X_ETF,0.0316,48,1
1786143767.7907383,OB5X_ETF,OB5X_202612_F,0.096,48,1
1786143780.3570096,OB5X_202612_F,OB5X_ETF,0.0009,48,1
1786143799.7682335,OB5X_ETF,OB5X_202612_F,0.3975,48,1
1786143805.6364903,OB5X_202612_F,OB5X_ETF,0.0047,48,1
1786143808.8594172,OB5X_ETF,OB5X_202703_F,0.2706,48,1
1786143824.8096073,BASKET,OB5X_202703_F,0.1153,1,0
1786143832.5930605,OB5X_202706_F,BASKET,0.1521,1,1
1786143840.5175655,OB5X_202703_F,OB5X_ETF,0.1346,48,1
1786143842.185986,BASKET,OB5X_202703_F,0.1665,1,0
1786143855.3111572,OB5X_202706_F,BASKET,0.0203,1,1
1786143859.5447707,OB5X_ETF,OB5X_202612_F,0.1891,48,1
1786143868.9987757,OB5X_202612_F,OB5X_ETF,0.1137,48,1
1786143875.8107169,OB5X_ETF,OB5X_202612_F,0.0851,48,1
1786143900.689232,OB5X_202612_F,OB5X_ETF,0.3148,48,1
1786143910.813966,BASKET,OB5X_202703_F,0.2477,1,0
1786143913.4068604,OB5X_ETF,OB5X_202703_F,0.3586,48,1
1786143915.2565205,OB5X_202706_F,BASKET,0.2022,1,1
1786143916.9320836,OB5X_202706_F,OB5X_ETF,0.2398,48,1
1786143938.7602339,OB5X_ETF,OB5X_202612_F,0.6883,48,1
1786143987.365808,BASKET,OB5X_202612_F,0.5868,1,0
1786144019.917837,OB5X_202703_F,BASKET,0.078,1,1
1786144057.3240614,OB5X_202703_F,OB5X_ETF,0.046,1,1
1786144057.7867906,BASKET,OB5X_202703_F,0.1526,1,0
1786144058.403434,OB5X_202612_F,BASKET,0.2857,1,1
1786144059.714585,OB5X_202612_F,OB5X_ETF,0.0203,44,1
1786144061.0221772,BASKET,OB5X_202706_F,0.1572,1,0
1786144062.3149605,OB5X_ETF,OB5X_202706_F,0.2345,45,1
1786144071.3204856,OB5X_202706_F,OB5X_ETF,0.0694,48,1
1786144078.4612284,OB5X_ETF,OB5X_202706_F,0.3375,48,1
1786144080.7606175,OB5X_202703_F,BASKET,0.2245,1,1
1786144084.836032,BASKET,OB5X_202706_F,0.4713,1,0
1786144085.5261776,OB5X_202706_F,BASKET,0.0271,1,1
1786144087.6548846,OB5X_202706_F,OB5X_ETF,0.2556,3,1
1786144087.6881313,OB5X_202612_F,OB5X_ETF,0.2193,45,0
1786144088.9197643,BASKET,OB5X_202703_F,0.1555,1,0
1786144090.8198955,OB5X_ETF,OB5X_202703_F,0.5431,48,0
1786144116.0480232,OB5X_202706_F,BASKET,0.0266,1,1
1786144153.131863,BASKET,OB5X_202612_F,0.2843,1,0
1786144154.1759968,OB5X_202703_F,OB5X_ETF,0.4635,48,1
1786144169.4201999,OB5X_ETF,OB5X_202706_F,0.1023,48,0
1786144170.0135329,OB5X_202703_F,OB5X_ETF,0.2686,48,1
1786144184.69427,OB5X_ETF,BASKET,0.1043,1,1
1786144192.1623433,OB5X_ETF,OB5X_202612_F,0.3594,47,1
1786144193.8938498,BASKET,OB5X_202612_F,0.4369,1,0
1786144236.4341874,OB5X_202706_F,BASKET,0.0172,1,1
1786144268.191055,OB5X_202706_F,OB5X_ETF,0.3996,48,1
1786144279.3689773,BASKET,OB5X_202703_F,0.1294,1,0
1786144290.3359637,OB5X_ETF,OB5X_202703_F,0.0218,48,1
1786144295.5257564,OB5X_202706_F,OB5X_ETF,0.2023,48,0
1786144296.5062087,OB5X_202703_F,BASKET,0.0012,1,1
1786144303.0246105,OB5X_ETF,OB5X_202706_F,0.1099,48,1
1786144307.0436893,BASKET,OB5X_202703_F,0.3279,1,0
1786144309.4983854,OB5X_202706_F,OB5X_ETF,0.6938,48,0
1786144314.4296904,OB5X_202703_F,BASKET,0.146,1,1
1786144338.8445659,OB5X_ETF,OB5X_202706_F,0.222,44,1
1786144341.066493,OB5X_ETF,OB5X_202706_F,0.4102,4,0
1786144382.1477191,OB5X_202612_F,BASKET,0.1161,11,1
1786144412.2972934,BASKET,OB5X_202706_F,0.0834,12,1
1786144458.3437238,OB5X_202706_F,OB5X_ETF,0.2989,48,1
1786144459.046758,OB5X_202703_F,BASKET,0.0462,12,1
1786144475.8424766,BASKET,OB5X_202706_F,0.0759,12,1
1786144480.5373068,OB5X_ETF,OB5X_202706_F,0.1078,48,1
1786144489.935942,OB5X_202706_F,BASKET,0.0164,12,1
1786144518.560346,OB5X_202706_F,OB5X_ETF,0.1943,48,1
1786144581.290692,BASKET,OB5X_202612_F,0.0104,12,1
1786144585.1219647,OB5X_202703_F,BASKET,0.0336,12,1
1786144589.8213606,OB5X_ETF,OB5X_202706_F,0.0903,48,1
1786144600.27641,OB5X_202706_F,OB5X_ETF,0.009,48,1
1786144610.4485314,OB5X_ETF,OB5X_202703_F,0.5301,48,1
1786144635.9644473,BASKET,OB5X_202706_F,0.2073,12,1
1786144668.880959,OB5X_202703_F,BASKET,0.1287,12,1
1786144683.9901116,BASKET,OB5X_ETF,0.1674,12,1
1786144684.509455,OB5X_202706_F,OB5X_ETF,0.3029,36,0
1786144689.8569617,OB5X_ETF,OB5X_202703_F,0.2299,48,0
1786144725.532875,OB5X_202703_F,BASKET,0.4795,12,1
1786144744.2705295,BASKET,OB5X_202612_F,0.1197,12,0
1786144749.6598566,OB5X_202703_F,BASKET,0.0526,12,1
1786144757.5593197,BASKET,OB5X_202706_F,0.0738,12,1
1786144759.320733,OB5X_202703_F,OB5X_ETF,0.071,48,1
1786144768.8254757,OB5X_ETF,OB5X_202612_F,0.7498,48,0
1786144769.1458883,FLATTEN,OB5X_202706_F,52.41,52,0
1786144787.8111048,OB5X_202706_F,OB5X_ETF,0.5981,48,1
1786144789.1067188,OB5X_202703_F,BASKET,0.0048,12,1
1786144790.0397575,BASKET,OB5X_202706_F,0.0739,12,1
1786144795.8007374,OB5X_ETF,BASKET,0.0656,3,1
1786144799.2861362,BASKET,OB5X_202703_F,0.6878,4,1
1786144803.660148,OB5X_ETF,OB5X_202703_F,0.2229,45,1
1786144816.7246442,OB5X_202612_F,BASKET,0.0737,13,1
1786144819.5163128,OB5X_202703_F,OB5X_ETF,0.2806,48,1
1786144831.2852652,BASKET,OB5X_202703_F,0.0271,12,1
1786144835.2559645,OB5X_202612_F,BASKET,0.0496,12,1
1786144879.6780338,BASKET,OB5X_202703_F,0.1379,12,0
1786144901.7212067,OB5X_202612_F,BASKET,0.2346,5,0
1786144936.685307,OB5X_ETF,OB5X_202706_F,0.2849,48,1
1786144938.902971,OB5X_202703_F,BASKET,0.3118,6,0
1786144939.8469424,OB5X_202703_F,OB5X_ETF,0.1969,48,1
1786144949.3775403,OB5X_ETF,BASKET,0.3198,1,0
1786144950.6904807,BASKET,OB5X_202703_F,0.1882,12,1
1786144951.0804605,OB5X_202706_F,BASKET,0.2439,12,1
1786144952.5038712,OB5X_202706_F,OB5X_ETF,0.4036,1,0
1786144955.6674454,OB5X_ETF,OB5X_202612_F,0.2549,45,1
1786144955.699823,OB5X_ETF,OB5X_202703_F,0.2034,3,0
1786144965.3276813,BASKET,OB5X_ETF,0.1413,12,1
1786144968.3155735,OB5X_ETF,OB5X_202612_F,0.156,12,0
1786144971.4409308,OB5X_202612_F,OB5X_ETF,0.0412,48,1
1786144973.1481016,OB5X_202706_F,BASKET,0.2247,12,1
1786144975.774174,BASKET,OB5X_202703_F,0.1151,12,1
1786144978.3209145,OB5X_ETF,BASKET,0.1799,12,1
1786144982.5144427,OB5X_ETF,OB5X_202706_F,0.0018,36,1
1786144998.02116,BASKET,OB5X_ETF,0.5001,12,1
1786144999.5364652,OB5X_202706_F,BASKET,0.0451,12,1
1786145003.4817142,OB5X_202706_F,OB5X_ETF,0.0932,36,1
1786145015.8408072,OB5X_ETF,OB5X_202703_F,0.3212,48,1
1786145025.23271,OB5X_202703_F,OB5X_ETF,0.18,48,1
1786145047.440887,OB5X_ETF,OB5X_202703_F,0.0138,48,1
1786145050.6062794,OB5X_202703_F,OB5X_ETF,0.0843,48,1
1786145063.2976394,OB5X_ETF,OB5X_202703_F,0.1151,48,1
1786145065.1633208,BASKET,OB5X_202706_F,0.0284,12,1
1786145066.4773679,OB5X_202612_F,BASKET,0.1185,9,0
1786145066.729511,BASKET,OB5X_202706_F,0.0868,9,1
1786145077.1235414,OB5X_202706_F,OB5X_ETF,0.1008,48,0
1786145080.5446203,OB5X_ETF,OB5X_202706_F,0.1944,48,1
1786145218.374453,OB5X_202703_F,BASKET,0.1938,12,1
1786145232.3732355,BASKET,OB5X_202612_F,0.0364,12,1
1786145310.3518267,OB5X_202703_F,BASKET,0.1301,12,1
1786145316.669446,BASKET,OB5X_202612_F,0.0131,12,1
1786145345.1274579,OB5X_202612_F,BASKET,0.0064,12,1
1786145355.7884116,BASKET,OB5X_202612_F,0.1796,12,1
1786145368.0048926,OB5X_202703_F,OB5X_ETF,0.0954,34,1
1786145373.7167797,OB5X_202612_F,OB5X_ETF,0.143,14,0
1786145399.0831954,OB5X_ETF,OB5X_202612_F,0.6482,48,1
1786145437.052375,OB5X_202612_F,BASKET,0.046,12,1
1786145438.7363179,BASKET,OB5X_202703_F,0.8323,12,1
1786145489.9710236,OB5X_202612_F,BASKET,0.2382,12,1
1786145527.0053055,BASKET,OB5X_ETF,0.0735,12,1
1786145528.5785284,OB5X_202706_F,OB5X_ETF,0.3017,36,0
1786145528.9841666,OB5X_ETF,BASKET,0.0378,12,1
1786145531.79487,OB5X_ETF,OB5X_202706_F,0.0021,36,1
1786145532.0815856,OB5X_202706_F,OB5X_ETF,0.1936,12,0
1786145532.2355042,OB5X_202703_F,OB5X_ETF,0.1973,36,0
1786145535.617111,OB5X_ETF,OB5X_202706_F,0.3017,48,1
1786145541.2862062,BASKET,OB5X_202703_F,0.1192,12,1
1786145554.3260338,OB5X_202612_F,OB5X_ETF,0.0599,48,1
1786145560.6515353,OB5X_ETF,OB5X_202703_F,0.7834,48,1
1786145566.2728105,OB5X_202706_F,BASKET,0.4313,12,1
1786145566.8832898,BASKET,OB5X_202706_F,0.1692,12,0
1786145585.9753113,OB5X_202706_F,OB5X_ETF,0.1263,48,1
1786145598.638271,OB5X_ETF,OB5X_202706_F,0.278,48,1
1786145674.626355,OB5X_202706_F,OB5X_ETF,0.0304,48,1
1786145699.103158,OB5X_202703_F,BASKET,0.2616,12,1
1786145713.9733224,OB5X_ETF,OB5X_202706_F,0.0592,48,1
1786145714.0250177,BASKET,OB5X_202706_F,0.4739,12,0
1786145717.6663222,OB5X_202706_F,OB5X_ETF,0.3287,48,1
1786145721.5014765,OB5X_ETF,BASKET,0.0887,12,1
1786145725.3351965,OB5X_ETF,OB5X_202612_F,0.025,36,1
1786145737.331941,BASKET,OB5X_202612_F,0.2983,12,0
1786145741.1862032,OB5X_202703_F,OB5X_ETF,0.3301,48,1
1786145749.8723102,OB5X_202612_F,BASKET,0.0192,12,1
1786145796.8440704,BASKET,OB5X_202703_F,0.0247,12,1
1786145800.8129225,OB5X_202612_F,BASKET,0.0406,12,1
1786145810.8976934,OB5X_ETF,OB5X_202612_F,0.352,48,1
1786145850.5419464,BASKET,OB5X_202703_F,0.1182,12,1
1786145871.0146139,OB5X_202703_F,OB5X_ETF,0.3906,48,0
1786145874.2389688,OB5X_ETF,OB5X_202703_F,0.4023,48,1
1786145879.479199,OB5X_202612_F,BASKET,0.0264,12,1
1786145883.470357,BASKET,OB5X_ETF,0.0174,12,1
1786145886.0726678,OB5X_202612_F,BASKET,0.0146,12,1
1786145886.8461146,OB5X_202612_F,OB5X_ETF,0.1607,36,1
1786145902.976075,OB5X_ETF,OB5X_202612_F,0.3382,48,1
1786145907.5188687,BASKET,OB5X_202703_F,0.2462,12,1
1786145937.6638474,OB5X_202703_F,BASKET,0.3311,12,0
1786145961.1707146,BASKET,OB5X_202703_F,0.1744,12,1
1786145997.6282945,OB5X_202612_F,BASKET,0.0229,12,1
1786146083.7293396,BASKET,OB5X_ETF,0.0028,12,1
1786146086.3896844,OB5X_ETF,BASKET,0.135,12,0
1786146089.2364726,BASKET,OB5X_202703_F,0.0005,12,1
1786146095.107977,OB5X_202703_F,BASKET,0.1503,2,1
1786146095.1502495,OB5X_202612_F,BASKET,0.1436,9,0
1786146095.4091463,OB5X_202612_F,BASKET,0.1433,1,0
1786146108.6961727,BASKET,OB5X_202703_F,0.1312,12,0
1786146169.2316473,OB5X_202706_F,BASKET,0.218,12,0
1786146195.6626723,BASKET,OB5X_202706_F,0.0141,12,1
1786146224.5196118,OB5X_202703_F,BASKET,0.0803,3,1
1786146229.780525,BASKET,OB5X_ETF,0.3762,3,0
1786146232.4139695,BASKET,OB5X_ETF,0.6136,3,0
1786146232.6195536,OB5X_202706_F,OB5X_ETF,0.3606,42,0
1786146233.8386405,OB5X_202703_F,BASKET,0.4982,6,1
1786146233.8862293,OB5X_202612_F,BASKET,0.6832,1,1
1786146238.3296328,BASKET,OB5X_202703_F,0.2078,6,0
1786146247.0212736,OB5X_ETF,BASKET,0.0005,5,1
1786146259.277314,BASKET,OB5X_202612_F,0.1529,5,0
1786146262.7913718,OB5X_202703_F,BASKET,0.0066,5,1
1786146276.3879898,OB5X_202706_F,OB5X_ETF,0.2681,5,0
1786146295.757774,OB5X_ETF,OB5X_202612_F,0.1583,48,0
1786146389.2786734,BASKET,OB5X_202612_F,0.106,5,0
1786146396.6986477,OB5X_202612_F,BASKET,0.0016,5,1
1786146471.860413,BASKET,OB5X_202612_F,0.1686,5,0
1786146478.1494405,OB5X_202703_F,OB5X_ETF,0.0251,48,1
1786146479.41646,OB5X_ETF,OB5X_202703_F,0.1781,48,1
1786146484.9835622,OB5X_202612_F,BASKET,0.272,5,1
1786146485.554743,OB5X_202612_F,OB5X_ETF,0.3207,48,1
1786146499.2006638,OB5X_ETF,OB5X_202703_F,0.2804,48,0
1786146504.5421245,OB5X_202703_F,OB5X_ETF,0.225,48,1
1786146515.3670707,OB5X_ETF,BASKET,0.0478,12,1
1786146520.374445,OB5X_ETF,OB5X_202706_F,0.273,36,1
1786146531.153651,BASKET,OB5X_ETF,0.0572,12,1
1786146539.4020083,OB5X_ETF,OB5X_202612_F,0.1833,12,0
1786146549.583982,OB5X_202703_F,BASKET,0.1541,13,1
1786146549.6517618,OB5X_202706_F,BASKET,0.1631,1,0
1786146555.2543604,OB5X_202612_F,OB5X_ETF,0.3154,48,1
1786146562.7627842,BASKET,OB5X_202612_F,0.3254,19,1
1786146571.090879,OB5X_ETF,OB5X_202703_F,0.0871,48,1
1786146639.4249525,OB5X_202703_F,OB5X_ETF,0.0002,26,1
1786146642.7568805,OB5X_ETF,OB5X_202706_F,0.092,26,1
1786146700.882032,OB5X_202703_F,OB5X_ETF,0.3043,48,1
1786146719.933964,OB5X_ETF,OB5X_202612_F,0.5843,48,1
1786146761.1840699,OB5X_202706_F,OB5X_ETF,0.1532,48,1
1786146770.656388,OB5X_ETF,OB5X_202703_F,0.266,48,1
1786146773.7790403,OB5X_202703_F,OB5X_ETF,0.0358,48,1
1786146815.1779542,OB5X_ETF,OB5X_202703_F,0.1844,48,1
1786147065.2568433,OB5X_202703_F,OB5X_ETF,0.3582,48,1
1786147070.2525053,OB5X_ETF,OB5X_202706_F,0.1146,48,1
