timestamp,pnl,pnl_arb,pnl_opt,pnl_hedge,delta,gamma,band_eff,u_etf,u_basket,u_f612,u_f703,u_f706,hedge_pos,fills,arbs,lots,n_quotes,quoted_vol
1786138455.857729,3751783.539,-191,288,-8,0.74,0.538,7.23,24.25,-19.5,-8.04,9.12,-4.08,-14,1146,269,38250,4,86
1786138456.3586147,3751780.1389999995,-191,288,-8,0.74,0.538,7.23,24.25,-19.63,-8.04,9.12,-4.08,-14,1146,269,38250,4,86
1786138456.860018,3751806.6389999995,-196,290,-10,0.8,0.5364,7.24,24.25,-19.61,-8.04,9.12,-4.08,-14,1146,269,38250,4,86
1786138457.3744547,3751826.0389999994,-200,290,-10,0.8,0.5364,7.24,24.25,-19.61,-8.04,9.12,-4.08,-14,1146,269,38250,4,86
1786138457.8894699,3751822.338999999,-190,290,-10,0.8,0.5364,7.24,24.25,-19.59,-8.04,9.12,-4.08,-14,1146,269,38250,4,86
1786138458.3952537,3751800.3389999997,-170,287,-7,0.69,0.5397,7.21,24.25,-19.48,-8.04,9.12,-4.08,-14,1146,269,38250,4,86
1786138458.9097714,3751800.3389999997,-171,287,-7,0.69,0.5397,7.21,24.25,-19.49,-8.04,9.12,-4.08,-14,1146,269,38250,4,86
1786138459.417034,3751798.6389999995,-194,287,-8,0.74,0.538,7.23,24.25,8.54,-8.04,-19.26,-4.08,-14,1152,270,38400,5,99
1786138459.919371,3751796.6389999995,-196,288,-8,0.74,0.538,7.23,24.25,8.57,-8.04,-19.26,-4.08,-14,1152,270,38400,9,248
1786138460.4341798,3751796.338999999,-197,288,-8,0.74,0.538,7.23,24.25,8.56,-8.04,-19.26,-4.08,-14,1152,270,38400,9,248
1786138460.9366162,3751782.338999999,-198,290,-10,0.8,0.5364,7.24,24.25,8.54,-8.04,-19.26,-4.08,-14,1152,270,38400,9,248
1786138461.467442,3751768.439,-204,298,-10,-0.73,0.4129,8.22,24.25,8.54,-8.04,-19.26,-4.08,-23,1154,270,38449,6,148
1786138461.9875379,3751746.0389999994,-202,298,-10,-0.73,0.4129,8.22,24.25,8.57,-8.04,-19.26,-4.08,-23,1154,270,38449,5,109
1786138462.4976275,3751754.6389999995,-208,295,-8,-0.77,0.4142,8.2,24.25,8.58,-8.04,-19.26,-4.08,-23,1154,270,38449,8,232
1786138463.0044851,3751754.6389999995,-194,295,-8,-0.77,0.4142,8.2,24.25,8.59,-8.04,-19.26,-4.08,-23,1154,270,38449,8,232
1786138463.5273068,3751720.0389999994,-207,295,-8,-0.77,0.4142,8.2,24.25,8.58,-8.04,-19.26,-4.08,-23,1154,270,38449,8,232
1786138464.0341253,3751720.0389999994,-207,295,-8,-0.77,0.4142,8.2,24.25,8.58,-8.04,-19.26,-4.08,-23,1154,270,38449,8,232
1786138464.5503435,3751710.138999999,-195,297,-8,-0.99,0.4829,7.63,24.25,8.66,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138465.0571146,3751719.838999999,-195,297,-8,-0.99,0.4829,7.63,24.25,8.67,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138465.5773034,3751744.2389999987,-215,297,-8,-0.99,0.4829,7.63,24.25,8.55,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138466.084328,3751735.638999999,-204,294,-5,-1.03,0.4844,7.62,24.25,8.63,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138466.5854037,3751744.638999999,-206,294,-5,-1.03,0.4844,7.62,24.25,8.6,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138467.0928442,3751762.439,-205,294,-5,-1.03,0.4844,7.62,24.25,8.61,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138467.6080136,3751774.939,-202,297,-10,-0.96,0.4822,7.64,24.25,8.65,-8.04,-19.26,-4.08,-35,1156,270,38478,5,122
1786138468.1117218,3751765.8389999997,-199,297,-8,-0.99,0.4829,7.63,24.25,8.6,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138468.627625,3751743.8389999997,-199,297,-8,-0.99,0.4829,7.63,24.25,8.58,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138469.142971,3751753.5389999994,-196,297,-8,-0.99,0.4829,7.63,24.25,8.57,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138469.64929,3751743.8389999997,-215,297,-8,-0.99,0.4829,7.63,24.25,8.44,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138470.1649036,3751770.439,-165,290,-1,-1.08,0.4858,7.61,24.25,8.72,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138470.6760678,3751751.039,-165,290,-1,-1.08,0.4858,7.61,24.25,8.72,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138471.1948683,3751759.2389999996,-164,290,-1,-1.08,0.4858,7.61,24.25,8.72,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138471.7113929,3751767.8389999997,-166,290,-1,-1.08,0.4858,7.61,24.25,8.71,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138472.2276251,3751800.539,-169,290,-1,-1.08,0.4858,7.61,24.25,8.71,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138472.7276373,3751790.8389999997,-169,292,-3,-1.06,0.4851,7.61,24.25,8.7,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138473.2431173,3751784.739,-169,292,-3,-1.06,0.4851,7.61,24.25,8.7,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138473.7610984,3751812.338999999,-153,292,-3,-1.06,0.4851,7.61,24.25,8.69,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138474.277201,3751826.6389999995,-148,283,2,-1.13,0.4873,7.6,24.25,8.74,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138474.7911189,3751796.139,-168,287,2,-1.13,0.4873,7.6,24.25,8.62,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138475.2966602,3751786.439,-185,297,-8,-0.99,0.4829,7.63,24.25,8.59,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138475.8108897,3751785.539,-180,297,-8,-0.99,0.4829,7.63,24.25,8.61,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138476.3264992,3751776.039,-168,297,-8,-0.99,0.4829,7.63,24.25,8.68,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138476.8290322,3751784.539,-180,295,-7,-1.01,0.4836,7.62,24.25,8.64,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138477.3456907,3751783.1389999995,-176,295,-7,-1.01,0.4836,7.62,24.25,8.65,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138477.8506024,3751755.8389999997,-175,290,-1,-1.08,0.4858,7.61,24.25,8.68,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138478.3666213,3751736.4389999993,-172,288,0,-1.11,0.4866,7.6,24.25,8.73,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138478.8825634,3751775.8389999997,-172,288,0,-1.11,0.4866,7.6,24.25,8.73,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138479.4006817,3751770.9389999993,-180,290,-1,-1.08,0.4858,7.61,24.25,8.66,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138479.9200215,3751770.9389999993,-180,290,-1,-1.08,0.4858,7.61,24.25,8.66,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138480.4268777,3751777.0389999994,-189,290,-1,-1.08,0.4858,7.61,24.25,8.67,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138480.9591877,3751774.5389999994,-185,292,-3,-1.06,0.4851,7.61,24.25,8.66,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138481.4733627,3751764.8389999997,-200,294,-5,-1.03,0.4844,7.62,24.25,8.56,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138481.9788976,3751777.5389999994,-191,290,-1,-1.08,0.4858,7.61,24.25,8.69,-8.04,-19.26,-4.08,-35,1156,270,38478,5,109
1786138482.4796038,3751776.5389999994,-191,290,-1,-1.08,0.4858,7.61,24.25,8.69,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138483.002507,3751786.2389999996,-191,290,-1,-1.08,0.4858,7.61,24.25,8.68,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138483.5046546,3751776.5389999994,-180,295,-7,-1.01,0.4836,7.62,24.25,8.6,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138484.0224183,3751769.6389999995,-192,295,-7,-1.01,0.4836,7.62,24.25,8.54,-8.04,-19.26,-4.08,-35,1156,270,38478,5,101
1786138484.527078,3751793.739,-196,295,-7,-1.01,0.4836,7.62,24.25,8.52,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138485.0421734,3751789.439,-182,295,-7,-1.01,0.4836,7.62,24.25,8.61,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138485.5619946,3751796.9389999993,-167,295,-7,-1.01,0.4836,7.62,24.25,8.7,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138486.076603,3751796.9389999993,-182,297,-8,-0.99,0.4829,7.63,24.25,8.61,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138486.596093,3751817.238999999,-167,297,-8,-0.99,0.4829,7.63,24.25,8.61,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138487.097181,3751816.539,-182,297,-8,-0.99,0.4829,7.63,24.25,8.52,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138487.6070487,3751807.5389999994,-159,295,-7,-1.01,0.4836,7.62,24.25,8.62,-8.04,-19.26,-4.08,-35,1156,270,38478,4,93
1786138488.1341295,3751851.638999999,-130,295,-7,-1.01,0.4836,7.62,24.25,4.36,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138488.6356773,3751832.638999999,-156,294,-5,-1.03,0.4844,7.62,24.25,4.18,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138489.146592,3751822.9389999993,-161,294,-5,-1.03,0.4844,7.62,24.25,4.18,-8.04,-19.26,0.0,-35,1161,271,38500,5,132
1786138489.6639638,3751824.2389999996,-172,297,-5,-1.03,0.4844,7.62,24.25,4.15,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138490.1704578,3751824.2389999996,-170,294,-5,-1.03,0.4844,7.62,24.25,4.15,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138490.6904373,3751815.539,-166,294,-5,-1.03,0.4844,7.62,24.25,4.18,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138491.1971333,3751831.1389999995,-171,297,-8,-0.99,0.4829,7.63,24.25,4.16,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138491.7067807,3751822.338999999,-175,297,-8,-0.99,0.4829,7.63,24.25,4.13,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138492.214533,3751802.738999999,-176,297,-8,-0.99,0.4829,7.63,24.25,4.12,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138492.7302594,3751786.738999999,-170,294,-5,-1.03,0.4844,7.62,24.25,4.17,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138493.2368731,3751786.738999999,-159,294,-5,-1.03,0.4844,7.62,24.25,4.23,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138493.7467537,3751786.6389999995,-158,294,-5,-1.03,0.4844,7.62,24.25,4.23,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138494.253403,3751784.3389999988,-158,294,-5,-1.03,0.4844,7.62,24.25,4.23,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138494.7733674,3751783.738999999,-151,294,-5,-1.03,0.4844,7.62,24.25,4.29,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138495.2797081,3751764.738999999,-162,294,-5,-1.03,0.4844,7.62,24.25,4.21,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138495.7799778,3751768.638999999,-165,294,-5,-1.03,0.4844,7.62,24.25,4.23,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138496.286642,3751779.238999999,-185,299,-10,-0.96,0.4822,7.64,24.25,4.08,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138496.803722,3751740.4389999993,-186,297,-8,-0.99,0.4829,7.63,24.25,4.1,-8.04,-19.26,0.0,-35,1161,271,38500,5,122
1786138497.3148575,3751744.038999999,-182,297,-8,-0.99,0.4829,7.63,24.25,4.14,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138497.8373225,3751734.538999999,-185,297,-8,-0.99,0.4829,7.63,24.25,4.11,-8.04,-19.26,0.0,-35,1161,271,38500,5,122
1786138498.3482106,3751768.538999999,-178,294,-5,-1.03,0.4844,7.62,24.25,4.16,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138498.8554425,3751723.0389999994,-185,294,-7,-1.01,0.4836,7.62,24.25,4.1,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138499.368882,3751723.0389999994,-185,294,-5,-1.03,0.4844,7.62,24.25,4.25,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138499.8696191,3751730.0389999994,-185,294,-5,-1.03,0.4844,7.62,24.25,4.25,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138500.3842442,3751711.9389999993,-183,294,-5,-1.03,0.4844,7.62,24.25,4.27,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138500.8925102,3751737.1389999995,-178,294,-5,-1.03,0.4844,7.62,24.25,4.27,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138501.39396,3751733.1389999986,-190,294,-5,-1.03,0.4844,7.62,24.25,4.18,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138501.9077756,3751724.938999999,-196,294,-5,-1.03,0.4844,7.62,24.25,4.16,-8.04,-19.26,0.0,-35,1161,271,38500,4,93
1786138502.4187348,3751720.738999999,-184,294,-5,-1.03,0.4844,7.62,24.25,8.7,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138502.9308047,3751731.6389999995,-174,290,-1,-1.08,0.4858,7.61,24.25,8.78,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138503.4466267,3751731.6389999995,-174,290,-1,-1.08,0.4858,7.61,24.25,8.78,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138503.9794176,3751722.539,-187,290,-1,-1.08,0.4858,7.61,24.25,8.71,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138504.4962459,3751737.739,-189,290,-1,-1.08,0.4858,7.61,24.25,8.7,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138505.0120428,3751737.739,-184,290,-1,-1.08,0.4858,7.61,24.25,8.7,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138505.520777,3751737.739,-174,287,2,-1.13,0.4873,7.6,24.25,8.81,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138506.0313716,3751737.739,-185,287,2,-1.13,0.4873,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,5,109
1786138506.532753,3751780.239,-180,287,2,-1.13,0.4873,7.6,24.25,8.77,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138507.0422604,3751789.3389999997,-180,287,2,-1.13,0.4873,7.6,24.25,8.77,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138507.5451744,3751800.739,-180,287,2,-1.13,0.4873,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138508.0635304,3751790.939,-182,290,-1,-1.08,0.4858,7.61,24.25,8.71,-12.07,-19.26,0.0,-35,1166,272,38522,5,101
1786138508.5723884,3751759.5389999994,-181,290,-1,-1.08,0.4858,7.61,24.25,8.71,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138509.087679,3751730.439,-186,290,-1,-1.08,0.4858,7.61,24.25,8.68,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138509.5917323,3751730.439,-179,287,2,-1.13,0.4873,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138510.1076038,3751763.939,-175,287,2,-1.13,0.4873,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138510.6269717,3751781.9389999993,-174,287,2,-1.13,0.4873,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138511.1343043,3751777.138999999,-175,294,-5,-1.03,0.4844,7.62,24.25,8.68,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138511.638874,3751757.738999999,-184,294,-5,-1.03,0.4844,7.62,24.25,8.59,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138512.1499,3751757.738999999,-173,290,-1,-1.08,0.4858,7.61,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,5,132
1786138512.6603296,3751744.2389999987,-171,290,-1,-1.08,0.4858,7.61,24.25,8.76,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138513.166793,3751744.2389999987,-176,290,-1,-1.08,0.4858,7.61,24.25,8.75,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138513.6847897,3751756.138999999,-180,294,-5,-1.03,0.4844,7.62,24.25,8.68,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138514.191609,3751756.138999999,-174,294,-5,-1.03,0.4844,7.62,24.25,8.75,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138514.707154,3751744.638999999,-171,285,4,-1.16,0.488,7.59,24.25,8.79,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138515.2138774,3751740.338999999,-167,287,2,-1.13,0.4873,7.6,24.25,8.73,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138515.7298903,3751722.1389999995,-159,287,2,-1.13,0.4873,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138516.2362711,3751722.1389999995,-169,290,-1,-1.08,0.4858,7.61,24.25,8.66,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138516.7387805,3751751.838999999,-169,290,-1,-1.08,0.4858,7.61,24.25,8.66,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138517.2460022,3751761.9389999993,-161,287,2,-1.13,0.4873,7.6,24.25,8.73,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138517.7628775,3751742.5389999994,-159,287,2,-1.13,0.4873,7.6,24.25,8.73,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138518.2693295,3751716.8389999997,-186,287,2,-1.13,0.4873,7.6,24.25,8.58,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138518.7732203,3751714.439,-180,290,-1,-1.08,0.4858,7.61,24.25,8.73,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138519.279729,3751715.338999999,-176,290,-1,-1.08,0.4858,7.61,24.25,8.78,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138519.785125,3751715.7389999996,-171,290,-1,-1.08,0.4858,7.61,24.25,8.78,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138520.293652,3751733.439,-155,283,6,-1.18,0.4888,7.59,24.25,8.91,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138520.814564,3751742.238999999,-160,283,6,-1.18,0.4888,7.59,24.25,8.91,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138521.3208683,3751742.5389999994,-164,290,-1,-1.08,0.4858,7.61,24.25,8.78,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138521.8330874,3751761.5389999994,-163,290,-1,-1.08,0.4858,7.61,24.25,8.78,-12.07,-19.26,0.0,-35,1166,272,38522,5,122
1786138522.343983,3751757.238999999,-166,290,-1,-1.08,0.4858,7.61,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138522.845659,3751744.3389999997,-161,290,-1,-1.08,0.4858,7.61,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138523.362823,3751767.7389999996,-161,290,-1,-1.08,0.4858,7.61,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138523.8854477,3751750.538999999,-170,294,-5,-1.03,0.4844,7.62,24.25,8.68,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138524.3864706,3751750.538999999,-189,294,-5,-1.03,0.4844,7.62,24.25,8.68,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138524.8914142,3751731.138999999,-188,294,-5,-1.03,0.4844,7.62,24.25,8.68,-12.07,-19.26,0.0,-35,1166,272,38522,5,109
1786138525.4088757,3751759.138999999,-182,288,0,-1.11,0.4866,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138525.9143875,3751756.738999999,-168,288,0,-1.11,0.4866,7.6,24.25,8.77,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138526.416589,3751768.738999999,-164,290,-1,-1.08,0.4858,7.61,24.25,8.78,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138526.938686,3751759.738999999,-159,290,-1,-1.08,0.4858,7.61,24.25,8.78,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138527.4393816,3751769.438999999,-164,290,-1,-1.08,0.4858,7.61,24.25,8.72,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138527.9575737,3751751.5389999985,-169,294,-5,-1.03,0.4844,7.62,24.25,8.68,-12.07,-19.26,0.0,-35,1166,272,38522,5,101
1786138528.4654436,3751737.038999999,-165,294,-5,-1.03,0.4844,7.62,24.25,8.68,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138528.9818487,3751746.738999999,-161,294,-5,-1.03,0.4844,7.62,24.25,8.68,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138529.49762,3751746.738999999,-174,294,-5,-1.03,0.4844,7.62,24.25,8.65,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138530.0133288,3751733.7389999987,-174,294,-5,-1.03,0.4844,7.62,24.25,8.65,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138530.525378,3751733.7389999987,-162,294,-5,-1.03,0.4844,7.62,24.25,8.73,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138531.0404537,3751760.438999999,-164,292,-3,-1.06,0.4851,7.61,24.25,8.75,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138531.5449605,3751770.138999999,-154,292,-3,-1.06,0.4851,7.61,24.25,8.84,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138532.0594368,3751766.9389999993,-181,290,-1,-1.08,0.4858,7.61,24.25,8.72,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138532.5725014,3751756.638999999,-186,290,-1,-1.08,0.4858,7.61,24.25,8.72,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138533.0812,3751748.9389999993,-193,294,-5,-1.03,0.4844,7.62,24.25,8.64,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138533.5930176,3751748.9389999993,-189,294,-5,-1.03,0.4844,7.62,24.25,8.67,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138534.107368,3751733.838999999,-212,294,-5,-1.03,0.4844,7.62,24.25,8.67,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138534.6211488,3751726.4389999993,-209,294,-5,-1.03,0.4844,7.62,24.25,8.69,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138535.1384475,3751726.4389999993,-204,294,-5,-1.03,0.4844,7.62,24.25,8.69,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138535.641368,3751708.5389999994,-181,294,-5,-1.03,0.4844,7.62,24.25,8.69,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138536.1567423,3751717.639,-178,294,-5,-1.03,0.4844,7.62,24.25,8.7,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138536.6703665,3751764.738999999,-195,294,-5,-1.03,0.4844,7.62,24.25,8.7,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138537.1854699,3751772.6389999995,-189,292,-3,-1.06,0.4851,7.61,24.25,8.75,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138537.7006915,3751817.2389999996,-189,292,-3,-1.06,0.4851,7.61,24.25,8.75,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138538.2183826,3751817.2389999996,-191,290,0,-1.11,0.4866,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138538.7357852,3751814.1389999995,-177,290,-1,-1.08,0.4858,7.61,24.25,8.72,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138539.2529776,3751822.9390000002,-175,290,-1,-1.08,0.4858,7.61,24.25,8.72,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138539.754976,3751836.3389999997,-167,287,2,-1.13,0.4873,7.6,24.25,8.77,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138540.2676017,3751823.439,-165,287,2,-1.13,0.4873,7.6,24.25,8.83,-12.07,-19.26,0.0,-35,1166,272,38522,5,132
1786138540.787218,3751804.0389999994,-171,287,2,-1.13,0.4873,7.6,24.25,8.73,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138541.2938714,3751815.139,-166,287,2,-1.13,0.4873,7.6,24.25,8.77,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138541.8070438,3751823.039,-173,287,2,-1.13,0.4873,7.6,24.25,8.75,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138542.3111005,3751847.139,-156,283,6,-1.18,0.4888,7.59,24.25,8.85,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138542.8134058,3751847.139,-164,283,6,-1.18,0.4888,7.59,24.25,8.8,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138543.319872,3751837.439,-165,283,6,-1.18,0.4888,7.59,24.25,8.79,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138543.8203428,3751840.8389999997,-171,283,6,-1.18,0.4888,7.59,24.25,8.75,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138544.3272357,3751841.3389999997,-174,285,4,-1.16,0.488,7.59,24.25,8.73,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138544.8367329,3751850.338999999,-166,285,2,-1.13,0.4873,7.6,24.25,8.77,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138545.3439426,3751832.0389999994,-159,287,6,-1.18,0.4888,7.59,24.25,8.83,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138545.8579855,3751822.338999999,-159,283,6,-1.18,0.4888,7.59,24.25,8.83,-12.07,-19.26,0.0,-35,1166,272,38522,5,122
1786138546.368135,3751818.2389999996,-171,287,2,-1.13,0.4873,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138546.8805175,3751818.2389999996,-191,287,2,-1.13,0.4873,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138547.3851564,3751827.939,-190,287,2,-1.13,0.4873,7.6,24.25,8.74,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138547.8959324,3751856.4389999993,-166,287,2,-1.13,0.4873,7.6,24.25,8.82,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138548.410679,3751805.2389999996,-188,285,4,-1.16,0.488,7.59,24.25,8.64,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
1786138548.9212627,3751795.539,-174,290,-1,-1.08,0.4858,7.61,24.25,8.7,-12.07,-19.26,0.0,-35,1166,272,38522,4,93
