timestamp,pnl,pnl_arb,pnl_opt,pnl_hedge,delta,gamma,band_eff,u_etf,u_basket,u_f612,u_f703,u_f706,hedge_pos,fills,arbs,lots,n_quotes,quoted_vol
1786135717.0036774,3750203.855,-9,45,0,-8.22,0.03,14.15,24.0,-12.2,0.0,0.0,0.0,-60,15,1,369,5,132
1786135717.5122817,3750203.855,-9,45,0,-8.22,0.03,14.15,24.0,-12.26,0.0,0.0,0.0,-60,15,1,369,5,132
1786135718.0257108,3750214.0549999997,-7,40,6,-8.22,0.0301,14.15,24.0,-12.27,0.0,0.0,0.0,-60,15,1,369,5,132
1786135718.541938,3750214.0549999997,-6,40,6,-8.22,0.0301,14.15,24.0,-12.28,0.0,0.0,0.0,-60,15,1,369,5,132
1786135719.0585277,3750225.0549999997,-5,35,12,-8.22,0.0303,14.14,24.0,-12.27,0.0,0.0,0.0,-60,15,1,369,5,132
1786135719.5730805,3750223.355,-5,35,12,-8.22,0.0303,14.14,24.0,-12.27,0.0,0.0,0.0,-60,15,1,369,5,132
1786135720.0861773,3750215.1550000003,-24,36,11,0.35,0.1522,11.5,24.0,-12.27,0.0,0.0,0.0,-44,17,1,425,4,87
1786135720.600475,3750215.1550000003,-24,36,11,0.35,0.1522,11.5,24.0,-12.27,0.0,0.0,0.0,-44,17,1,425,7,216
1786135721.1056216,3750223.1550000003,-23,34,13,0.34,0.1524,11.5,24.0,-12.27,0.0,0.0,0.0,-44,17,1,425,11,309
1786135721.6203332,3750203.655,-26,40,6,0.37,0.1516,11.51,24.0,-12.27,0.0,0.0,0.0,-44,17,1,425,10,294
1786135722.1218395,3750204.255,-27,40,6,0.37,0.1516,11.51,24.0,-12.28,0.0,0.0,0.0,-44,17,1,425,10,294
1786135722.640988,3750204.255,-27,48,6,7.78,0.0301,14.15,24.0,-12.26,0.0,0.0,0.0,-44,18,1,465,11,309
1786135723.142081,3750210.255,-16,43,11,7.78,0.0303,14.14,24.0,-12.26,0.0,0.0,0.0,-44,18,1,465,10,294
1786135723.6575317,3750210.255,-15,43,11,7.78,0.0303,14.14,24.0,-12.28,0.0,0.0,0.0,-44,18,1,465,10,294
1786135724.157746,3750205.755,-13,44,15,19.11,-0.1334,11.84,24.0,-12.26,0.0,0.0,0.0,-44,19,1,510,11,309
1786135724.6592734,3750221.5549999997,-13,44,15,19.11,-0.1334,11.84,24.0,-12.26,0.0,0.0,0.0,-44,19,1,510,5,107
1786135725.1685994,3750221.5549999997,-13,44,15,19.11,-0.1334,11.84,24.0,-12.28,0.0,0.0,0.0,-44,19,1,510,8,186
1786135725.6881454,3750211.755,-15,51,8,-0.9,-0.1331,11.85,24.0,-12.29,0.0,0.0,0.0,-64,20,1,530,5,132
1786135726.2402322,3750211.755,-20,51,8,-0.9,-0.1331,11.85,24.0,-12.27,0.0,0.0,0.0,-64,20,1,530,6,177
1786135726.751832,3750169.755,-15,51,21,-0.88,-0.1338,11.83,24.0,-12.25,0.0,0.0,0.0,-64,20,1,530,5,132
1786135727.2522006,3750152.255,-20,51,7,4.1,-0.1331,11.85,24.0,-12.27,0.0,0.0,0.0,-59,21,1,535,5,132
1786135727.7699153,3750171.455,-16,51,7,4.1,-0.1331,11.85,24.0,-12.27,0.0,0.0,0.0,-59,21,1,535,5,132
1786135728.2847767,3750179.555,-18,57,1,4.08,-0.1328,11.85,24.0,-12.28,0.0,0.0,0.0,-59,21,1,535,5,132
1786135728.7990289,3750179.555,-17,57,1,4.08,-0.1328,11.85,24.0,-12.25,0.0,0.0,0.0,-59,21,1,535,5,132
1786135729.3042667,3750189.155,-17,57,1,4.08,-0.1328,11.85,24.0,-12.25,0.0,0.0,0.0,-59,21,1,535,5,132
1786135729.818873,3750189.4549999996,4,51,7,4.1,-0.1331,11.85,24.0,-12.24,0.0,0.0,0.0,-59,21,1,535,5,132
1786135730.3340359,3750189.4549999996,6,51,13,4.11,-0.1334,11.84,24.0,-12.24,0.0,0.0,0.0,-59,21,1,535,5,132
1786135730.8504744,3750189.4549999996,6,44,13,4.11,-0.1334,11.84,24.0,-12.24,0.0,0.0,0.0,-59,21,1,535,5,132
1786135731.3657765,3750189.4549999996,7,44,13,4.11,-0.1334,11.84,24.0,-12.23,0.0,0.0,0.0,-59,21,1,535,5,132
1786135731.8815374,3750205.655,7,44,13,4.11,-0.1334,11.84,24.0,-12.24,0.0,0.0,0.0,-59,21,1,535,5,132
1786135732.4039702,3750205.955,-1,38,19,4.12,-0.1338,11.83,24.0,-12.23,0.0,0.0,0.0,-59,21,1,535,5,132
1786135732.9200566,3750222.355,-16,46,19,-7.23,0.0305,14.14,24.0,-12.25,0.0,0.0,0.0,-59,22,1,580,5,132
1786135733.4405396,3750230.455,-15,49,22,-7.23,0.0306,14.13,24.0,-12.26,0.0,0.0,0.0,-59,22,1,580,5,132
1786135733.9442172,3750230.455,-17,49,16,-7.23,0.0305,14.14,24.0,-12.27,0.0,0.0,0.0,-59,22,1,580,5,132
