captured_at,time,ticker,price,volume,buyer,seller,aggressor
2026-07-02T18:59:02.992876+00:00,04:58:56,ASML,126.7,200,YieldingYams,WavyWalnuts,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,SAP_DUAL,59.4,6,JazzyJellies,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:57,OB5X_ETF,58.0,249,MarvelousMilkshakes,KindlyKales,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,ASML_DUAL,126.7,2,Xuanyu Liu,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:57,ASML_202612_075C,97.4,6,EssentialEagles,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:57,ASML_202612_075C,97.6,37,EssentialEagles,FortunateFerrets,buy
2026-07-02T18:59:02.992876+00:00,04:58:57,ASML,126.7,2,YieldingYams,Xuanyu Liu,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,TSLA,8.8,200,WavyWalnuts,YieldingYams,buy
2026-07-02T18:59:02.992876+00:00,04:58:57,OB5X_202612_080C,160.6,8,Kelvin Chan,ScholarlySpearmints,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,OB5X_202612_080C,160.5,46,TactfulTangerines,ScholarlySpearmints,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,ASML_202612_100P,64.3,2,Kelvin Chan,EssentialEagles,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,ASML_202612_100P,64.0,46,FortunateFerrets,EssentialEagles,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,NVDA,61.3,200,WavyWalnuts,YieldingYams,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,NVDA,61.3,425,AverageAlmonds,YieldingYams,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,OB5X_202612_100P,15.9,1,Kelvin Chan,ScholarlySpearmints,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,OB5X_202612_100P,15.7,49,TactfulTangerines,ScholarlySpearmints,sell
2026-07-02T18:59:02.992876+00:00,04:58:57,TSLA,8.7,500,AverageAlmonds,YieldingYams,sell
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML_DUAL,126.7,2,FlawlessFlatbreads,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML_DUAL,127.0,48,FlawlessFlatbreads,EarnestEspressos,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML_202703_F,128.1,20,CapableCoyotes,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,TSLA,8.7,125,AverageAlmonds,YieldingYams,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML,126.8,6,AverageAlmonds,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,OB5X_ETF,58.0,2,Kelvin Chan,NecessaryNutmegs,sell
2026-07-02T18:59:02.992876+00:00,04:58:58,OB5X_ETF,58.0,498,MarvelousMilkshakes,NecessaryNutmegs,sell
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML,126.8,200,AverageAlmonds,WavyWalnuts,sell
2026-07-02T18:59:02.992876+00:00,04:58:58,OB5X_202706_F,239.7,100,PowerfulPineapples,QuirkyQuinoas,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,OB5X_202703_F,235.7,100,PowerfulPineapples,QuirkyQuinoas,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,OB5X_202612_F,233.3,100,PowerfulPineapples,QuirkyQuinoas,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML_202703_F,128.2,14,CapableCoyotes,Kelvin Chan,sell
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML_202703_F,128.2,11,CapableCoyotes,Kelvin Chan,sell
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML,126.9,500,AverageAlmonds,YieldingYams,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,OB5X_202703_F,235.7,50,OriginalOlives,QuirkyQuinoas,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,OB5X_202703_F,235.9,5,OriginalOlives,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,OB5X_202703_F,236.3,4,OriginalOlives,PowerfulPineapples,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,TSLA,8.9,85,WavyWalnuts,Zihao Wu,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,TSLA,8.9,115,WavyWalnuts,AverageAlmonds,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML_202703_F,128.2,9,CapableCoyotes,Kelvin Chan,sell
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML_202612_F,127.5,8,DownrightDogfish,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML_202612_F,127.7,42,DownrightDogfish,BoundlessBisons,buy
2026-07-02T18:59:02.992876+00:00,04:58:58,ASML_202703_F,128.2,7,CapableCoyotes,Kelvin Chan,sell
2026-07-02T18:59:02.992876+00:00,04:58:59,ASML_202703_F,128.5,50,DownrightDogfish,BoundlessBisons,buy
2026-07-02T18:59:02.992876+00:00,04:58:59,OB5X_202612_100C,146.6,12,Kelvin Chan,ScholarlySpearmints,sell
2026-07-02T18:59:02.992876+00:00,04:58:59,NVDA,61.4,200,YieldingYams,WavyWalnuts,buy
2026-07-02T18:59:02.992876+00:00,04:58:59,NVDA,61.5,160,YieldingYams,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:59,NVDA,61.5,50,YieldingYams,Zihao Wu,buy
2026-07-02T18:59:02.992876+00:00,04:58:59,SAP_DUAL,59.3,47,HomelyHerrings,GroovyGrapefruits,sell
2026-07-02T18:59:02.992876+00:00,04:58:59,ASML,126.9,3,YieldingYams,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:59,ASML_202706_F,129.3,4,DownrightDogfish,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:58:59,ASML_202706_F,129.6,46,DownrightDogfish,BoundlessBisons,buy
2026-07-02T18:59:02.992876+00:00,04:58:59,ASML,126.9,200,YieldingYams,WavyWalnuts,sell
2026-07-02T18:59:02.992876+00:00,04:58:59,SAP_DUAL,59.2,50,InfiniteIcecreams,JazzyJellies,sell
2026-07-02T18:59:02.992876+00:00,04:58:59,NVDA,61.5,200,YieldingYams,WavyWalnuts,sell
2026-07-02T18:59:02.992876+00:00,04:58:59,AAPL,160.8,200,WavyWalnuts,YieldingYams,buy
2026-07-02T18:59:02.992876+00:00,04:58:59,NVDA,61.6,20,BrilliantBurritos,AverageAlmonds,buy
2026-07-02T18:59:02.992876+00:00,04:58:59,ASML_202612_075C,97.3,57,FortunateFerrets,EssentialEagles,sell
2026-07-02T18:59:02.992876+00:00,04:58:59,ASML_202612_100P,64.0,44,GenerousGeckos,EssentialEagles,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,SAP,58.4,67,WavyWalnuts,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,SAP,58.4,133,WavyWalnuts,YieldingYams,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,OB5X_ETF,58.2,500,NecessaryNutmegs,MarvelousMilkshakes,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,OB5X_202612_080P,9.3,50,VersatileVinegars,ScholarlySpearmints,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,OB5X_202612_080P,9.3,3,TactfulTangerines,ScholarlySpearmints,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,NVDA,61.4,180,Kelvin Chan,YieldingYams,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,NVDA,61.3,50,Zihao Wu,YieldingYams,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,NVDA,61.3,200,WavyWalnuts,YieldingYams,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML,126.9,500,AverageAlmonds,YieldingYams,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,OB5X_202612_080C,160.6,12,Kelvin Chan,ScholarlySpearmints,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,TSLA,8.8,500,YieldingYams,AverageAlmonds,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,TSLA,8.8,125,YieldingYams,WavyWalnuts,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML_202612_075C,97.3,43,FortunateFerrets,EssentialEagles,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML,126.9,125,AverageAlmonds,YieldingYams,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML_202612_100P,64.5,8,EssentialEagles,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML_202612_100P,64.7,42,EssentialEagles,FortunateFerrets,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML,126.9,200,AverageAlmonds,WavyWalnuts,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,AAPL,160.8,200,WavyWalnuts,YieldingYams,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML_202612_050P,26.6,3,EssentialEagles,Kelvin Chan,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML_202612_050P,26.6,50,EssentialEagles,GenerousGeckos,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML_202612_050P,26.6,1,EssentialEagles,FortunateFerrets,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML,126.9,22,AverageAlmonds,Zihao Wu,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,ASML_DUAL,127.3,22,Zihao Wu,DiligentDonuts,buy
2026-07-02T18:59:02.992876+00:00,04:59:00,OB5X_202612_100P,15.9,3,Kelvin Chan,ScholarlySpearmints,sell
2026-07-02T18:59:02.992876+00:00,04:59:00,SAP,58.5,20,BrilliantBurritos,YieldingYams,buy
