captured_at,time,ticker,price,volume,buyer,seller,aggressor
2026-07-01T14:48:59.582741+00:00,00:48:53,AAPL,142.5,500,AverageAlmonds,YieldingYams,buy
2026-07-01T14:48:59.582741+00:00,00:48:53,ASML_202612_100P,69.5,52,FortunateFerrets,EssentialEagles,sell
2026-07-01T14:48:59.582741+00:00,00:48:53,AAPL,142.7,200,YieldingYams,WavyWalnuts,buy
2026-07-01T14:48:59.582741+00:00,00:48:53,SAP,52.9,200,WavyWalnuts,YieldingYams,sell
2026-07-01T14:48:59.582741+00:00,00:48:53,SAP,52.9,200,Sze-Yong Ng,YieldingYams,sell
2026-07-01T14:48:59.582741+00:00,00:48:53,OB5X_ETF,46.3,500,NecessaryNutmegs,MarvelousMilkshakes,buy
2026-07-01T14:48:59.582741+00:00,00:48:53,SAP,52.9,200,WavyWalnuts,YieldingYams,buy
2026-07-01T14:48:59.582741+00:00,00:48:53,OB5X_202612_100C,102.3,47,ScholarlySpearmints,TactfulTangerines,buy
2026-07-01T14:48:59.582741+00:00,00:48:53,ASML_202612_050P,29.3,49,FortunateFerrets,EssentialEagles,sell
2026-07-01T14:48:59.582741+00:00,00:48:53,ASML_202706_F,93.3,100,CapableCoyotes,BoundlessBisons,sell
2026-07-01T14:48:59.582741+00:00,00:48:53,AAPL,142.8,200,YieldingYams,WavyWalnuts,sell
2026-07-01T14:48:59.582741+00:00,00:48:54,SAP_DUAL,53.6,59,GroovyGrapefruits,InfiniteIcecreams,buy
2026-07-01T14:48:59.582741+00:00,00:48:54,NVDA,51.7,200,WavyWalnuts,YieldingYams,sell
2026-07-01T14:48:59.582741+00:00,00:48:54,OB5X_ETF,46.3,250,LivelyLasagnas,MarvelousMilkshakes,buy
2026-07-01T14:48:59.582741+00:00,00:48:54,ASML,90.0,200,WavyWalnuts,YieldingYams,buy
2026-07-01T14:48:59.582741+00:00,00:48:54,OB5X_202703_F,182.6,51,OriginalOlives,PowerfulPineapples,buy
2026-07-01T14:48:59.582741+00:00,00:48:54,ASML_DUAL,90.1,47,DiligentDonuts,CostlyCorianders,sell
2026-07-01T14:48:59.582741+00:00,00:48:55,OB5X_ETF,46.3,205,LivelyLasagnas,KindlyKales,sell
2026-07-01T14:48:59.582741+00:00,00:48:55,NVDA,51.6,200,YieldingYams,WavyWalnuts,sell
2026-07-01T14:48:59.582741+00:00,00:48:55,ASML_DUAL,90.2,50,FlawlessFlatbreads,EarnestEspressos,buy
2026-07-01T14:48:59.582741+00:00,00:48:55,SAP,52.9,25,WavyWalnuts,YieldingYams,buy
2026-07-01T14:48:59.582741+00:00,00:48:55,SAP,53.0,175,WavyWalnuts,Sze-Yong Ng,buy
2026-07-01T14:48:59.582741+00:00,00:48:55,TSLA,8.6,200,Sze-Yong Ng,WavyWalnuts,sell
2026-07-01T14:48:59.582741+00:00,00:48:55,ASML_202612_075C,64.7,47,FortunateFerrets,EssentialEagles,sell
2026-07-01T14:48:59.582741+00:00,00:48:55,SAP,53.0,25,YieldingYams,Sze-Yong Ng,buy
2026-07-01T14:48:59.582741+00:00,00:48:55,SAP,53.0,100,YieldingYams,Kelvin Chan,buy
2026-07-01T14:48:59.582741+00:00,00:48:55,AAPL,142.9,200,WavyWalnuts,YieldingYams,sell
2026-07-01T14:48:59.582741+00:00,00:48:55,SAP_DUAL,53.1,50,InfiniteIcecreams,JazzyJellies,sell
2026-07-01T14:48:59.582741+00:00,00:48:55,ASML,90.0,200,WavyWalnuts,YieldingYams,buy
