captured_at,time,ticker,price,volume,buyer,seller,aggressor
2026-07-03T19:23:16.170986+00:00,05:23:07,OB5X_ETF,54.2,500,MarvelousMilkshakes,NecessaryNutmegs,sell
2026-07-03T19:23:16.170986+00:00,05:23:07,NVDA,57.9,100,Gourab Sharma,WavyWalnuts,sell
2026-07-03T19:23:16.170986+00:00,05:23:07,NVDA,57.9,100,YieldingYams,WavyWalnuts,sell
2026-07-03T19:23:16.170986+00:00,05:23:08,OB5X_202612_080P,9.8,50,VersatileVinegars,ScholarlySpearmints,sell
2026-07-03T19:23:16.170986+00:00,05:23:08,OB5X_202612_080P,9.8,8,TactfulTangerines,ScholarlySpearmints,sell
2026-07-03T19:23:16.170986+00:00,05:23:08,ASML_202612_075P,46.2,47,EssentialEagles,GenerousGeckos,buy
2026-07-03T19:23:16.170986+00:00,05:23:08,ASML_202612_075C,85.3,45,FortunateFerrets,EssentialEagles,sell
2026-07-03T19:23:16.170986+00:00,05:23:08,AAPL,163.5,200,YieldingYams,WavyWalnuts,buy
2026-07-03T19:23:16.170986+00:00,05:23:08,OB5X_ETF,54.1,500,LivelyLasagnas,MarvelousMilkshakes,sell
2026-07-03T19:23:16.170986+00:00,05:23:08,TSLA,8.7,200,YieldingYams,WavyWalnuts,sell
2026-07-03T19:23:16.170986+00:00,05:23:08,SAP,58.8,200,WavyWalnuts,YieldingYams,buy
2026-07-03T19:23:16.170986+00:00,05:23:08,ASML,113.7,20,BrilliantBurritos,WavyWalnuts,buy
2026-07-03T19:23:16.170986+00:00,05:23:08,SAP,59.0,20,BrilliantBurritos,AverageAlmonds,buy
2026-07-03T19:23:16.170986+00:00,05:23:09,NVDA,57.9,200,YieldingYams,WavyWalnuts,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,AAPL,163.6,200,YieldingYams,WavyWalnuts,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,ASML,113.7,200,WavyWalnuts,YieldingYams,buy
2026-07-03T19:23:16.170986+00:00,05:23:09,ASML_202612_100C,80.8,41,EssentialEagles,Gourab Sharma,buy
2026-07-03T19:23:16.170986+00:00,05:23:09,ASML_202612_050P,27.3,40,EssentialEagles,Gourab Sharma,buy
2026-07-03T19:23:16.170986+00:00,05:23:09,ASML_202612_F,114.6,100,BoundlessBisons,CapableCoyotes,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,OB5X_202706_F,227.9,100,QuirkyQuinoas,PowerfulPineapples,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,ASML_DUAL,113.2,50,DiligentDonuts,FlawlessFlatbreads,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,TSLA,8.7,500,AverageAlmonds,YieldingYams,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,ASML_202703_F,115.5,100,BoundlessBisons,CapableCoyotes,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,OB5X_202703_F,223.5,100,QuirkyQuinoas,PowerfulPineapples,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,ASML_202706_F,116.3,100,BoundlessBisons,CapableCoyotes,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,OB5X_202612_F,221.0,100,QuirkyQuinoas,PowerfulPineapples,sell
2026-07-03T19:23:16.170986+00:00,05:23:09,TSLA,8.7,125,AverageAlmonds,YieldingYams,buy
2026-07-03T19:23:16.170986+00:00,05:23:09,OB5X_202612_080P,10.6,43,ScholarlySpearmints,TactfulTangerines,buy
2026-07-03T19:23:16.170986+00:00,05:23:09,TSLA,8.7,200,AverageAlmonds,WavyWalnuts,sell
