captured_at,time,ticker,price,volume,buyer,seller,aggressor
2026-07-12T06:06:37.880053+00:00,16:06:32,AAPL,139.2,200,WavyWalnuts,YieldingYams,sell
2026-07-12T06:06:37.880053+00:00,16:06:32,ASML_DUAL,64.4,20,EarnestEspressos,Ethan Gu,sell
2026-07-12T06:06:37.880053+00:00,16:06:32,ASML,64.5,20,Ethan Gu,YieldingYams,buy
2026-07-12T06:06:37.880053+00:00,16:06:32,ASML_202703_F,62.1,47,CapableCoyotes,BoundlessBisons,sell
2026-07-12T06:06:37.880053+00:00,16:06:32,SAP,52.1,125,YieldingYams,AverageAlmonds,sell
2026-07-12T06:06:37.880053+00:00,16:06:32,ASML,64.4,2,Stanley Wang,xingzhi Dang,sell
2026-07-12T06:06:37.880053+00:00,16:06:32,ASML_202706_F,62.5,100,CapableCoyotes,BoundlessBisons,sell
2026-07-12T06:06:37.880053+00:00,16:06:32,SAP,51.7,20,AverageAlmonds,BrilliantBurritos,sell
2026-07-12T06:06:37.880053+00:00,16:06:32,TSLA,12.6,500,AverageAlmonds,YieldingYams,sell
2026-07-12T06:06:37.880053+00:00,16:06:32,TSLA,12.4,125,WavyWalnuts,YieldingYams,sell
2026-07-12T06:06:37.880053+00:00,16:06:32,NVDA,43.6,200,YieldingYams,WavyWalnuts,buy
2026-07-12T06:06:37.880053+00:00,16:06:32,OB5X_202612_F,177.7,43,QuirkyQuinoas,OriginalOlives,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_DUAL,64.5,20,Ethan Gu,FlawlessFlatbreads,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_DUAL,64.4,30,EarnestEspressos,FlawlessFlatbreads,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,OB5X_202612_100P,21.7,55,ScholarlySpearmints,TactfulTangerines,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,SAP,52.1,200,WavyWalnuts,AverageAlmonds,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML,64.4,18,Stanley Wang,Ethan Gu,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML,64.4,1,Stanley Wang,Ethan Gu,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,NVDA,43.7,200,YieldingYams,WavyWalnuts,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML,64.4,1,xingzhi Dang,WavyWalnuts,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_DUAL,64.5,1,Benjamin Lu,xingzhi Dang,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_202612_F,61.7,50,DownrightDogfish,BoundlessBisons,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_202612_F,61.7,50,AttentiveAntelopes,BoundlessBisons,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_202703_F,62.0,50,DownrightDogfish,BoundlessBisons,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,SAP_DUAL,51.4,50,HomelyHerrings,JazzyJellies,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_DUAL,64.5,9,Benjamin Lu,YUNSHEN JI,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML,64.4,9,YUNSHEN JI,WavyWalnuts,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_202703_F,62.0,3,AttentiveAntelopes,BoundlessBisons,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_DUAL,64.4,19,EarnestEspressos,Ethan Gu,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML,64.4,19,Ethan Gu,WavyWalnuts,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML,64.3,1,Stanley Wang,Ethan Gu,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,OB5X_202706_F,187.8,50,RadiantRisottos,PowerfulPineapples,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_202706_F,62.5,40,CapableCoyotes,AttentiveAntelopes,sell
2026-07-12T06:06:37.880053+00:00,16:06:33,ASML_202612_075C,42.3,49,EssentialEagles,GenerousGeckos,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,OB5X_202703_F,180.9,50,RadiantRisottos,PowerfulPineapples,buy
2026-07-12T06:06:37.880053+00:00,16:06:33,OB5X_202612_F,177.9,50,RadiantRisottos,PowerfulPineapples,buy
2026-07-12T06:06:37.880053+00:00,16:06:34,TSLA,12.7,200,YieldingYams,WavyWalnuts,buy
2026-07-12T06:06:37.880053+00:00,16:06:34,TSLA,12.7,425,YieldingYams,AverageAlmonds,buy
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML_DUAL,64.4,10,Ethan Gu,Benjamin Lu,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.3,8,Stanley Wang,Ethan Gu,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.3,2,YieldingYams,Ethan Gu,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,OB5X_202612_F,178.2,48,OriginalOlives,QuirkyQuinoas,buy
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.3,20,YieldingYams,BrilliantBurritos,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,TSLA,12.7,200,WavyWalnuts,AverageAlmonds,buy
2026-07-12T06:06:37.880053+00:00,16:06:34,SAP,52.0,200,WavyWalnuts,YieldingYams,buy
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.3,200,YieldingYams,WavyWalnuts,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,NVDA,43.7,200,WavyWalnuts,YieldingYams,buy
2026-07-12T06:06:37.880053+00:00,16:06:34,OB5X_202612_100C,93.8,59,ScholarlySpearmints,TactfulTangerines,buy
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML_DUAL,64.4,2,xingzhi Dang,Ethan Gu,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML_DUAL,64.4,9,Benjamin Lu,Ethan Gu,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.5,11,Ethan Gu,YieldingYams,buy
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.3,1,Stanley Wang,YieldingYams,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.3,6,Stanley Wang,YieldingYams,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.3,500,AverageAlmonds,YieldingYams,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.1,118,WavyWalnuts,YieldingYams,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,OB5X_ETF,41.1,500,LivelyLasagnas,MarvelousMilkshakes,sell
2026-07-12T06:06:37.880053+00:00,16:06:34,ASML,64.4,6,Stanley Wang,YUNSHEN JI,sell
