captured_at,time,ticker,price,volume,buyer,seller,aggressor
2026-06-30T17:46:13.243005+00:00,03:45:38,SAP_DUAL,51.5,44,InfiniteIcecreams,GroovyGrapefruits,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,ASML,68.9,20,WavyWalnuts,BrilliantBurritos,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,TSLA,10.9,145,YieldingYams,WavyWalnuts,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,TSLA,10.8,55,Sze-Yong Ng,WavyWalnuts,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,SAP,51.2,124,WavyWalnuts,YieldingYams,buy
2026-06-30T17:46:13.243005+00:00,03:45:38,OB5X_ETF,41.3,234,MarvelousMilkshakes,KindlyKales,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,ASML,69.0,200,WavyWalnuts,YieldingYams,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,SAP_DUAL,51.7,50,GroovyGrapefruits,HomelyHerrings,buy
2026-06-30T17:46:13.243005+00:00,03:45:38,ASML_202612_075C,47.1,50,FortunateFerrets,EssentialEagles,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,SAP_DUAL,51.5,3,InfiniteIcecreams,GroovyGrapefruits,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,ASML_202612_100P,73.4,3,FortunateFerrets,EssentialEagles,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,ASML_202612_100P,73.4,43,GenerousGeckos,EssentialEagles,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,ASML_DUAL,69.0,10,FlawlessFlatbreads,Zijun Feng,buy
2026-06-30T17:46:13.243005+00:00,03:45:38,ASML_DUAL,69.1,40,FlawlessFlatbreads,DiligentDonuts,buy
2026-06-30T17:46:13.243005+00:00,03:45:38,OB5X_202612_080P,15.8,43,VersatileVinegars,ScholarlySpearmints,sell
2026-06-30T17:46:13.243005+00:00,03:45:38,ASML_202612_F,70.1,50,DownrightDogfish,BoundlessBisons,buy
2026-06-30T17:46:13.243005+00:00,03:45:39,ASML_202703_F,70.7,50,DownrightDogfish,BoundlessBisons,buy
2026-06-30T17:46:13.243005+00:00,03:45:39,SAP_DUAL,51.2,50,HomelyHerrings,JazzyJellies,sell
2026-06-30T17:46:13.243005+00:00,03:45:39,ASML_202706_F,71.3,50,DownrightDogfish,BoundlessBisons,buy
2026-06-30T17:46:13.243005+00:00,03:45:39,TSLA,10.8,500,AverageAlmonds,YieldingYams,sell
2026-06-30T17:46:13.243005+00:00,03:45:39,TSLA,10.8,125,Sze-Yong Ng,YieldingYams,sell
2026-06-30T17:46:13.243005+00:00,03:45:39,OB5X_202612_100P,26.4,46,ScholarlySpearmints,TactfulTangerines,buy
2026-06-30T17:46:13.243005+00:00,03:45:39,TSLA,10.8,200,AverageAlmonds,WavyWalnuts,sell
