captured_at,time,ticker,price,volume,buyer,seller,aggressor
2026-07-02T10:00:05.396140+00:00,19:59:54,ASML,116.8,25,AverageAlmonds,Lachlan Han,sell
2026-07-02T10:00:05.396140+00:00,19:59:54,ASML_DUAL,116.7,25,Lachlan Han,EarnestEspressos,buy
2026-07-02T10:00:05.396140+00:00,19:59:54,SAP_DUAL,53.1,50,JazzyJellies,InfiniteIcecreams,buy
2026-07-02T10:00:05.396140+00:00,19:59:54,ASML,116.8,25,AverageAlmonds,Lachlan Han,sell
2026-07-02T10:00:05.396140+00:00,19:59:54,ASML_DUAL,116.7,25,Lachlan Han,EarnestEspressos,buy
2026-07-02T10:00:05.396140+00:00,19:59:54,TSLA,9.5,75,Sze-Yong Ng,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:54,TSLA,9.5,125,Sze-Yong Ng,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:54,OB5X_202612_080C,149.0,5,ScholarlySpearmints,Kelvin Chan,sell
2026-07-02T10:00:05.396140+00:00,19:59:54,SAP,53.1,200,WavyWalnuts,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:54,SAP,53.0,200,Sze-Yong Ng,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:54,ASML_202612_F,118.0,50,CapableCoyotes,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,OB5X_202612_080P,10.2,2,Kelvin Chan,ScholarlySpearmints,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,OB5X_202612_080P,10.0,49,VersatileVinegars,ScholarlySpearmints,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,ASML_202612_100C,83.6,40,GenerousGeckos,EssentialEagles,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,ASML_202703_F,119.1,41,Sze-Yong Ng,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,ASML_202703_F,119.0,9,CapableCoyotes,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,AAPL,142.6,200,YieldingYams,WavyWalnuts,buy
2026-07-02T10:00:05.396140+00:00,19:59:55,ASML_202706_F,120.0,13,Sze-Yong Ng,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,ASML_202706_F,119.8,37,CapableCoyotes,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,SAP,52.9,200,WavyWalnuts,YieldingYams,buy
2026-07-02T10:00:05.396140+00:00,19:59:55,TSLA,9.5,200,WavyWalnuts,YieldingYams,buy
2026-07-02T10:00:05.396140+00:00,19:59:55,ASML_202612_F,118.5,2,Kelvin Chan,CapableCoyotes,buy
2026-07-02T10:00:05.396140+00:00,19:59:55,ASML_202703_F,119.5,1,Kelvin Chan,CapableCoyotes,buy
2026-07-02T10:00:05.396140+00:00,19:59:55,ASML_202706_F,120.3,1,Kelvin Chan,CapableCoyotes,buy
2026-07-02T10:00:05.396140+00:00,19:59:55,SAP_DUAL,53.1,37,GroovyGrapefruits,InfiniteIcecreams,buy
2026-07-02T10:00:05.396140+00:00,19:59:55,SAP_DUAL,53.2,8,GroovyGrapefruits,Kelvin Chan,buy
2026-07-02T10:00:05.396140+00:00,19:59:55,NVDA,58.8,20,YieldingYams,BrilliantBurritos,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,SAP_DUAL,53.1,12,InfiniteIcecreams,Xuanyu Liu,sell
2026-07-02T10:00:05.396140+00:00,19:59:55,SAP,52.9,12,Xuanyu Liu,YieldingYams,buy
2026-07-02T10:00:05.396140+00:00,19:59:55,AAPL,142.6,200,YieldingYams,WavyWalnuts,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML_DUAL,116.7,47,FlawlessFlatbreads,EarnestEspressos,buy
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML_DUAL,117.2,3,FlawlessFlatbreads,Kelvin Chan,buy
2026-07-02T10:00:05.396140+00:00,19:59:56,TSLA,9.5,200,YieldingYams,Sze-Yong Ng,buy
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML_202612_100C,84.1,7,EssentialEagles,Kelvin Chan,buy
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML_202612_100C,84.3,44,EssentialEagles,GenerousGeckos,buy
2026-07-02T10:00:05.396140+00:00,19:59:56,SAP,53.0,200,YieldingYams,Sze-Yong Ng,buy
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML_202612_100P,65.6,7,Kelvin Chan,EssentialEagles,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML_202612_100P,65.4,43,FortunateFerrets,EssentialEagles,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,OB5X_ETF,54.8,500,NecessaryNutmegs,LivelyLasagnas,buy
2026-07-02T10:00:05.396140+00:00,19:59:56,OB5X_202612_080C,148.3,7,Kelvin Chan,ScholarlySpearmints,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,OB5X_202612_080C,148.0,49,VersatileVinegars,ScholarlySpearmints,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,SAP,53.0,200,YieldingYams,WavyWalnuts,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,TSLA,9.5,200,YieldingYams,WavyWalnuts,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,OB5X_202612_100P,17.4,2,Kelvin Chan,ScholarlySpearmints,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,OB5X_202612_100P,17.0,44,VersatileVinegars,ScholarlySpearmints,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,OB5X_ETF,54.8,2,MarvelousMilkshakes,Kelvin Chan,buy
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML,116.8,500,AverageAlmonds,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML,116.7,125,WavyWalnuts,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,SAP_DUAL,53.1,50,InfiniteIcecreams,JazzyJellies,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML_202612_F,118.7,100,CapableCoyotes,BoundlessBisons,sell
2026-07-02T10:00:05.396140+00:00,19:59:56,ASML_202703_F,119.7,100,CapableCoyotes,BoundlessBisons,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202706_F,120.6,100,CapableCoyotes,BoundlessBisons,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202612_F,119.0,32,AttentiveAntelopes,Kelvin Chan,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202612_F,119.2,14,AttentiveAntelopes,Sze-Yong Ng,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202612_F,119.2,8,AttentiveAntelopes,Sze-Yong Ng,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202612_F,118.7,50,CapableCoyotes,AttentiveAntelopes,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202612_F,118.7,1,Kelvin Chan,AttentiveAntelopes,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202703_F,119.7,44,CapableCoyotes,AttentiveAntelopes,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202612_F,118.1,50,BoundlessBisons,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,OB5X_ETF,54.8,203,MarvelousMilkshakes,KindlyKales,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202706_F,120.6,40,CapableCoyotes,AttentiveAntelopes,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,OB5X_202706_F,225.8,50,RadiantRisottos,QuirkyQuinoas,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,OB5X_202612_F,219.9,47,OriginalOlives,PowerfulPineapples,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202612_100C,84.1,6,EssentialEagles,Kelvin Chan,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202612_100C,84.3,6,EssentialEagles,GenerousGeckos,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202612_100C,84.4,30,EssentialEagles,FortunateFerrets,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202703_F,119.7,6,CapableCoyotes,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202703_F,119.6,1,Kelvin Chan,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202703_F,119.0,43,BoundlessBisons,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,TSLA,9.5,200,Sze-Yong Ng,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,TSLA,9.4,200,WavyWalnuts,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,TSLA,9.4,225,AverageAlmonds,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,OB5X_202703_F,222.1,50,RadiantRisottos,PowerfulPineapples,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202706_F,120.6,10,CapableCoyotes,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202706_F,120.5,1,Kelvin Chan,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_202706_F,119.9,39,BoundlessBisons,DownrightDogfish,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,SAP,52.9,200,Sze-Yong Ng,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,OB5X_202612_F,219.9,50,RadiantRisottos,PowerfulPineapples,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,OB5X_202612_120C,124.3,8,Kelvin Chan,ScholarlySpearmints,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,OB5X_202612_120C,123.7,39,TactfulTangerines,ScholarlySpearmints,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,OB5X_202612_080P,10.8,7,ScholarlySpearmints,Kelvin Chan,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,OB5X_202612_080P,10.8,40,ScholarlySpearmints,TactfulTangerines,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,SAP,52.9,200,WavyWalnuts,YieldingYams,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,AAPL,142.6,200,WavyWalnuts,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML,116.9,200,WavyWalnuts,YieldingYams,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_DUAL,116.9,3,EarnestEspressos,Xuanyu Liu,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML,116.8,3,Xuanyu Liu,YieldingYams,buy
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML_DUAL,116.9,25,EarnestEspressos,Lachlan Han,sell
2026-07-02T10:00:05.396140+00:00,19:59:57,ASML,116.8,25,Lachlan Han,YieldingYams,buy
2026-07-02T10:00:05.396140+00:00,19:59:58,TSLA,9.5,20,BrilliantBurritos,WavyWalnuts,buy
2026-07-02T10:00:05.396140+00:00,19:59:58,AAPL,142.5,200,Sze-Yong Ng,YieldingYams,buy
2026-07-02T10:00:05.396140+00:00,19:59:58,ASML_DUAL,116.9,25,EarnestEspressos,Lachlan Han,sell
2026-07-02T10:00:05.396140+00:00,19:59:58,ASML_DUAL,117.1,50,FlawlessFlatbreads,DiligentDonuts,buy
2026-07-02T10:00:05.396140+00:00,19:59:58,ASML,116.8,25,Lachlan Han,YieldingYams,buy
2026-07-02T10:00:05.396140+00:00,19:59:58,ASML,116.7,1,Kelvin Chan,BrilliantBurritos,sell
2026-07-02T10:00:05.396140+00:00,19:59:58,ASML,116.7,19,AverageAlmonds,BrilliantBurritos,sell
2026-07-02T10:00:05.396140+00:00,19:59:58,ASML_202612_100C,83.9,1,Kelvin Chan,EssentialEagles,sell
2026-07-02T10:00:05.396140+00:00,19:59:58,ASML_202612_100C,83.6,10,GenerousGeckos,EssentialEagles,sell
2026-07-02T10:00:05.396140+00:00,19:59:58,ASML_202612_100C,83.5,44,FortunateFerrets,EssentialEagles,sell
