captured_at,time,ticker,price,volume,buyer,seller,aggressor
2026-07-06T13:00:01.255573+00:00,22:59:53,OB5X_202612_100C,169.2,4,VersatileVinegars,ScholarlySpearmints,sell
2026-07-06T13:00:01.255573+00:00,22:59:53,ASML_202612_075P,41.1,50,GenerousGeckos,EssentialEagles,sell
2026-07-06T13:00:01.255573+00:00,22:59:53,ASML_202612_075P,41.1,5,FortunateFerrets,EssentialEagles,sell
2026-07-06T13:00:01.255573+00:00,22:59:53,OB5X_ETF,64.5,212,KindlyKales,MarvelousMilkshakes,buy
2026-07-06T13:00:01.255573+00:00,22:59:53,NVDA,68.3,200,YieldingYams,WavyWalnuts,buy
2026-07-06T13:00:01.255573+00:00,22:59:53,ASML_202612_075C,124.9,45,EssentialEagles,Xianghao Wang,buy
2026-07-06T13:00:01.255573+00:00,22:59:53,ASML_202612_075C,124.9,12,EssentialEagles,GenerousGeckos,buy
2026-07-06T13:00:01.255573+00:00,22:59:53,ASML,157.3,500,YieldingYams,AverageAlmonds,buy
2026-07-06T13:00:01.255573+00:00,22:59:53,ASML_DUAL,156.6,46,CostlyCorianders,EarnestEspressos,buy
2026-07-06T13:00:01.255573+00:00,22:59:53,ASML,157.3,125,YieldingYams,AverageAlmonds,sell
2026-07-06T13:00:01.255573+00:00,22:59:53,ASML,157.2,20,WavyWalnuts,BrilliantBurritos,sell
2026-07-06T13:00:01.255573+00:00,22:59:53,ASML_202612_F,158.5,59,BoundlessBisons,CapableCoyotes,buy
2026-07-06T13:00:01.255573+00:00,22:59:54,SAP,41.8,200,WavyWalnuts,YieldingYams,buy
2026-07-06T13:00:01.255573+00:00,22:59:54,SAP_DUAL,43.0,57,HomelyHerrings,GroovyGrapefruits,sell
2026-07-06T13:00:01.255573+00:00,22:59:54,ASML_202703_F,159.6,100,BoundlessBisons,CapableCoyotes,buy
2026-07-06T13:00:01.255573+00:00,22:59:54,ASML_202706_F,160.8,100,BoundlessBisons,CapableCoyotes,buy
2026-07-06T13:00:01.255573+00:00,22:59:54,ASML_202612_100C,118.1,50,GenerousGeckos,EssentialEagles,sell
2026-07-06T13:00:01.255573+00:00,22:59:54,ASML_202612_100C,118.1,8,FortunateFerrets,EssentialEagles,sell
2026-07-06T13:00:01.255573+00:00,22:59:54,ASML_202612_075P,41.1,52,FortunateFerrets,EssentialEagles,sell
2026-07-06T13:00:01.255573+00:00,22:59:54,TSLA,8.5,200,WavyWalnuts,YieldingYams,sell
2026-07-06T13:00:01.255573+00:00,22:59:54,ASML_202612_F,159.1,50,DownrightDogfish,BoundlessBisons,buy
2026-07-06T13:00:01.255573+00:00,22:59:54,ASML_DUAL,156.2,50,DiligentDonuts,FlawlessFlatbreads,sell
2026-07-06T13:00:01.255573+00:00,22:59:54,OB5X_202612_100C,170.0,58,ScholarlySpearmints,TactfulTangerines,buy
2026-07-06T13:00:01.255573+00:00,22:59:54,NVDA,68.2,200,WavyWalnuts,YieldingYams,sell
2026-07-06T13:00:01.255573+00:00,22:59:54,ASML_202703_F,159.6,50,DownrightDogfish,CapableCoyotes,buy
2026-07-06T13:00:01.255573+00:00,22:59:54,OB5X_202612_100P,14.0,42,ScholarlySpearmints,VersatileVinegars,buy
2026-07-06T13:00:01.255573+00:00,22:59:54,SAP_DUAL,43.2,52,GroovyGrapefruits,InfiniteIcecreams,buy
2026-07-06T13:00:01.255573+00:00,22:59:55,OB5X_202706_F,268.3,44,QuirkyQuinoas,OriginalOlives,sell
2026-07-06T13:00:01.255573+00:00,22:59:55,ASML_202706_F,160.8,50,DownrightDogfish,CapableCoyotes,buy
2026-07-06T13:00:01.255573+00:00,22:59:55,TSLA,8.5,200,WavyWalnuts,YieldingYams,buy
2026-07-06T13:00:01.255573+00:00,22:59:55,ASML_DUAL,156.5,8,CostlyCorianders,Zhangyue Shen,buy
2026-07-06T13:00:01.255573+00:00,22:59:55,ASML_DUAL,156.6,33,CostlyCorianders,EarnestEspressos,buy
2026-07-06T13:00:01.255573+00:00,22:59:55,SAP,41.7,200,YieldingYams,WavyWalnuts,sell
2026-07-06T13:00:01.255573+00:00,22:59:55,AAPL,106.3,200,YieldingYams,WavyWalnuts,sell
2026-07-06T13:00:01.255573+00:00,22:59:55,ASML,157.3,8,Zhangyue Shen,WavyWalnuts,buy
2026-07-06T13:00:01.255573+00:00,22:59:55,TSLA,8.5,225,AverageAlmonds,YieldingYams,buy
2026-07-06T13:00:01.255573+00:00,22:59:55,NVDA,68.2,200,WavyWalnuts,YieldingYams,buy
2026-07-06T13:00:01.255573+00:00,22:59:55,ASML_202612_050C,131.9,45,EssentialEagles,Xianghao Wang,buy
2026-07-06T13:00:01.255573+00:00,22:59:55,ASML_202612_F,159.1,50,CapableCoyotes,BoundlessBisons,buy
2026-07-06T13:00:04.822073+00:00,22:59:55,TSLA,8.6,200,YieldingYams,WavyWalnuts,buy
2026-07-06T13:00:04.822073+00:00,22:59:55,TSLA,8.6,425,YieldingYams,AverageAlmonds,buy
2026-07-06T13:00:04.822073+00:00,22:59:55,ASML_202703_F,160.0,40,CapableCoyotes,Xianghao Wang,buy
2026-07-06T13:00:04.822073+00:00,22:59:55,ASML_202703_F,160.1,100,CapableCoyotes,BoundlessBisons,buy
2026-07-06T13:00:04.822073+00:00,22:59:56,ASML_202612_F,159.1,50,CapableCoyotes,Xianghao Wang,sell
2026-07-06T13:00:04.822073+00:00,22:59:56,ASML_202706_F,161.3,100,CapableCoyotes,BoundlessBisons,buy
2026-07-06T13:00:04.822073+00:00,22:59:56,TSLA,8.5,200,AverageAlmonds,WavyWalnuts,sell
2026-07-06T13:00:04.822073+00:00,22:59:56,SAP,41.8,200,YieldingYams,WavyWalnuts,sell
2026-07-06T13:00:04.822073+00:00,22:59:56,OB5X_202612_100C,169.3,50,VersatileVinegars,ScholarlySpearmints,sell
2026-07-06T13:00:04.822073+00:00,22:59:56,OB5X_202612_100P,13.1,46,TactfulTangerines,ScholarlySpearmints,sell
2026-07-06T13:00:04.822073+00:00,22:59:56,OB5X_202706_F,268.3,49,QuirkyQuinoas,OriginalOlives,sell
2026-07-06T13:00:04.822073+00:00,22:59:56,AAPL,106.2,200,WavyWalnuts,YieldingYams,sell
2026-07-06T13:00:04.822073+00:00,22:59:56,ASML_202612_050C,131.9,50,EssentialEagles,GenerousGeckos,buy
2026-07-06T13:00:04.822073+00:00,22:59:56,ASML_202612_050C,132.0,1,EssentialEagles,FortunateFerrets,buy
2026-07-06T13:00:04.822073+00:00,22:59:56,ASML_DUAL,156.7,50,FlawlessFlatbreads,DiligentDonuts,buy
2026-07-06T13:00:04.822073+00:00,22:59:56,NVDA,68.3,200,YieldingYams,WavyWalnuts,sell
2026-07-06T13:00:04.822073+00:00,22:59:57,ASML_202703_F,160.2,10,CapableCoyotes,AttentiveAntelopes,sell
2026-07-06T13:00:04.822073+00:00,22:59:57,ASML_202703_F,159.2,40,Xianghao Wang,AttentiveAntelopes,sell
2026-07-06T13:00:04.822073+00:00,22:59:57,OB5X_ETF,64.4,228,LivelyLasagnas,KindlyKales,sell
2026-07-06T13:00:04.822073+00:00,22:59:57,SAP_DUAL,43.3,50,JazzyJellies,HomelyHerrings,buy
2026-07-06T13:00:04.822073+00:00,22:59:57,TSLA,8.4,200,AverageAlmonds,WavyWalnuts,sell
2026-07-06T13:00:04.822073+00:00,22:59:57,ASML_202612_F,159.1,50,CapableCoyotes,BoundlessBisons,sell
2026-07-06T13:00:04.822073+00:00,22:59:57,OB5X_ETF,64.6,500,NecessaryNutmegs,LivelyLasagnas,buy
2026-07-06T13:00:04.822073+00:00,22:59:57,SAP,41.8,200,YieldingYams,WavyWalnuts,sell
2026-07-06T13:00:04.822073+00:00,22:59:57,OB5X_202612_080P,7.5,48,VersatileVinegars,ScholarlySpearmints,sell
2026-07-06T13:00:04.822073+00:00,22:59:57,ASML_202706_F,161.4,50,CapableCoyotes,BoundlessBisons,sell
2026-07-06T13:00:04.822073+00:00,22:59:57,OB5X_202612_100C,169.1,1,TactfulTangerines,ScholarlySpearmints,buy
2026-07-06T13:00:04.822073+00:00,22:59:58,SAP_DUAL,43.3,45,GroovyGrapefruits,HomelyHerrings,buy
2026-07-06T13:00:04.822073+00:00,22:59:58,NVDA,68.3,95,Xianghao Wang,WavyWalnuts,sell
2026-07-06T13:00:04.822073+00:00,22:59:58,NVDA,68.2,105,YieldingYams,WavyWalnuts,sell
2026-07-06T13:00:04.822073+00:00,22:59:58,ASML_DUAL,156.3,44,Xianghao Wang,CostlyCorianders,sell
2026-07-06T13:00:04.822073+00:00,22:59:58,TSLA,8.4,500,AverageAlmonds,YieldingYams,sell
2026-07-06T13:00:04.822073+00:00,22:59:58,TSLA,8.3,125,WavyWalnuts,YieldingYams,sell
2026-07-06T13:00:04.822073+00:00,22:59:58,TSLA,8.4,200,AverageAlmonds,WavyWalnuts,sell
2026-07-06T13:00:04.822073+00:00,22:59:58,ASML_202612_100P,60.5,45,EssentialEagles,Xianghao Wang,buy
2026-07-06T13:00:04.822073+00:00,22:59:58,ASML_202612_100P,60.6,3,EssentialEagles,GenerousGeckos,buy
2026-07-06T13:00:04.822073+00:00,22:59:58,ASML_202612_F,158.6,59,BoundlessBisons,AttentiveAntelopes,sell
2026-07-06T13:00:04.822073+00:00,22:59:58,ASML_202703_F,160.0,48,AttentiveAntelopes,BoundlessBisons,buy
2026-07-06T13:00:04.822073+00:00,22:59:58,SAP,41.8,200,WavyWalnuts,YieldingYams,buy
2026-07-06T13:00:04.822073+00:00,22:59:58,OB5X_ETF,64.6,242,KindlyKales,LivelyLasagnas,buy
2026-07-06T13:00:04.822073+00:00,22:59:59,OB5X_202612_120C,160.0,45,ScholarlySpearmints,Xianghao Wang,buy
2026-07-06T13:00:04.822073+00:00,22:59:59,OB5X_202612_120C,160.1,11,ScholarlySpearmints,TactfulTangerines,buy
2026-07-06T13:00:04.822073+00:00,22:59:59,OB5X_202612_080P,7.6,40,Xianghao Wang,ScholarlySpearmints,sell
2026-07-06T13:00:07.065797+00:00,22:59:59,NVDA,68.3,200,YieldingYams,WavyWalnuts,sell
2026-07-06T13:00:07.065797+00:00,22:59:59,OB5X_202612_080C,186.8,45,ScholarlySpearmints,Xianghao Wang,buy
2026-07-06T13:00:07.065797+00:00,22:59:59,OB5X_202612_080C,186.9,4,ScholarlySpearmints,VersatileVinegars,buy
2026-07-06T13:00:07.065797+00:00,22:59:59,ASML_202612_F,158.6,41,BoundlessBisons,CapableCoyotes,sell
2026-07-06T13:00:07.065797+00:00,22:59:59,OB5X_202703_F,263.6,51,OriginalOlives,QuirkyQuinoas,buy
2026-07-06T13:00:07.065797+00:00,22:59:59,ASML_202612_F,158.5,50,DownrightDogfish,CapableCoyotes,buy
2026-07-06T13:00:07.065797+00:00,22:59:59,ASML_202703_F,160.0,50,DownrightDogfish,BoundlessBisons,buy
2026-07-06T13:00:07.065797+00:00,22:59:59,ASML_202706_F,161.2,50,DownrightDogfish,BoundlessBisons,buy
2026-07-06T13:00:07.065797+00:00,22:59:59,ASML_202706_F,160.7,100,BoundlessBisons,CapableCoyotes,sell
2026-07-06T13:00:07.065797+00:00,22:59:59,TSLA,8.5,90,AverageAlmonds,Xianghao Wang,buy
