captured_at,time,ticker,price,volume,buyer,seller,aggressor
2026-07-11T20:00:04.186669+00:00,05:59:49,OB5X_202706_F,166.6,50,QuirkyQuinoas,RadiantRisottos,sell
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML_202612_F,45.6,50,DownrightDogfish,BoundlessBisons,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,SAP_DUAL,58.6,59,GroovyGrapefruits,HomelyHerrings,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,OB5X_202703_F,160.0,50,QuirkyQuinoas,RadiantRisottos,sell
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML,48.2,3,YieldingYams,Xinhong Shan,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML_202703_F,46.0,50,DownrightDogfish,BoundlessBisons,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,AAPL,162.1,200,WavyWalnuts,YieldingYams,sell
2026-07-11T20:00:04.186669+00:00,05:59:49,OB5X_202612_F,157.1,50,QuirkyQuinoas,RadiantRisottos,sell
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML_202706_F,46.2,50,DownrightDogfish,BoundlessBisons,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML_202703_F,46.0,50,AttentiveAntelopes,BoundlessBisons,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,NVDA,37.9,200,WavyWalnuts,YieldingYams,sell
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML_202706_F,46.2,50,AttentiveAntelopes,BoundlessBisons,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML_202706_F,46.4,7,AttentiveAntelopes,CapableCoyotes,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,TSLA,10.8,500,AverageAlmonds,YieldingYams,sell
2026-07-11T20:00:04.186669+00:00,05:59:49,TSLA,10.8,125,AverageAlmonds,YieldingYams,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML_DUAL,48.7,46,CostlyCorianders,DiligentDonuts,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML,48.3,3,WavyWalnuts,Xinhong Shan,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,ASML,48.3,197,WavyWalnuts,AverageAlmonds,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,TSLA,10.9,20,BrilliantBurritos,WavyWalnuts,buy
2026-07-11T20:00:04.186669+00:00,05:59:49,SAP,58.3,200,WavyWalnuts,YieldingYams,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,OB5X_202612_120C,71.6,53,ScholarlySpearmints,TactfulTangerines,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,OB5X_ETF,36.0,500,LivelyLasagnas,MarvelousMilkshakes,sell
2026-07-11T20:00:04.186669+00:00,05:59:50,SAP_DUAL,58.4,55,InfiniteIcecreams,GroovyGrapefruits,sell
2026-07-11T20:00:04.186669+00:00,05:59:50,SAP_DUAL,58.4,50,InfiniteIcecreams,JazzyJellies,sell
2026-07-11T20:00:04.186669+00:00,05:59:50,AAPL,162.1,425,AverageAlmonds,YieldingYams,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,AAPL,162.1,75,AverageAlmonds,WavyWalnuts,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,ASML,48.3,500,YieldingYams,AverageAlmonds,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,AAPL,162.1,125,YieldingYams,WavyWalnuts,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,ASML_DUAL,48.7,9,FlawlessFlatbreads,DiligentDonuts,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,ASML_DUAL,48.7,5,FlawlessFlatbreads,Xinhong Shan,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,ASML_DUAL,48.8,36,FlawlessFlatbreads,EarnestEspressos,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,ASML_202612_F,45.8,100,BoundlessBisons,CapableCoyotes,buy
2026-07-11T20:00:04.186669+00:00,05:59:50,ASML,48.4,125,YieldingYams,AverageAlmonds,sell
2026-07-11T20:00:04.186669+00:00,05:59:50,ASML,48.4,3,Xinhong Shan,AverageAlmonds,sell
2026-07-11T20:00:04.186669+00:00,05:59:51,ASML_202703_F,46.2,100,BoundlessBisons,CapableCoyotes,buy
2026-07-11T20:00:04.186669+00:00,05:59:51,TSLA,10.9,180,YieldingYams,WavyWalnuts,buy
2026-07-11T20:00:04.186669+00:00,05:59:51,TSLA,11.0,200,YieldingYams,Shen Jiang,buy
2026-07-11T20:00:04.186669+00:00,05:59:51,TSLA,11.0,245,YieldingYams,AverageAlmonds,buy
2026-07-11T20:00:04.186669+00:00,05:59:51,NVDA,37.8,200,YieldingYams,WavyWalnuts,sell
2026-07-11T20:00:04.186669+00:00,05:59:51,ASML,48.2,47,Sze-Yong Ng,AverageAlmonds,buy
2026-07-11T20:00:04.186669+00:00,05:59:51,ASML_DUAL,48.7,47,DiligentDonuts,Sze-Yong Ng,sell
2026-07-11T20:00:04.186669+00:00,05:59:51,ASML,48.2,200,WavyWalnuts,AverageAlmonds,buy
2026-07-11T20:00:04.186669+00:00,05:59:51,AAPL,162.2,200,YieldingYams,WavyWalnuts,sell
2026-07-11T20:00:04.186669+00:00,05:59:51,ASML_202706_F,46.4,100,BoundlessBisons,CapableCoyotes,buy
2026-07-11T20:00:04.186669+00:00,05:59:51,ASML_202612_050P,33.8,43,EssentialEagles,FortunateFerrets,buy
2026-07-11T20:00:04.186669+00:00,05:59:51,OB5X_ETF,36.0,236,KindlyKales,MarvelousMilkshakes,buy
2026-07-11T20:00:04.186669+00:00,05:59:51,OB5X_202612_100C,75.1,57,TactfulTangerines,ScholarlySpearmints,sell
2026-07-11T20:00:06.349113+00:00,05:59:51,OB5X_202612_F,157.3,52,OriginalOlives,QuirkyQuinoas,buy
2026-07-11T20:00:06.349113+00:00,05:59:51,OB5X_202612_100P,25.0,50,ScholarlySpearmints,VersatileVinegars,buy
2026-07-11T20:00:06.349113+00:00,05:59:51,OB5X_202612_100P,25.1,3,ScholarlySpearmints,TactfulTangerines,buy
2026-07-11T20:00:06.349113+00:00,05:59:52,OB5X_ETF,36.0,14,NecessaryNutmegs,MarvelousMilkshakes,buy
2026-07-11T20:00:06.349113+00:00,05:59:52,OB5X_ETF,36.1,486,NecessaryNutmegs,LivelyLasagnas,buy
2026-07-11T20:00:06.349113+00:00,05:59:52,SAP_DUAL,58.4,50,JazzyJellies,InfiniteIcecreams,buy
2026-07-11T20:00:06.349113+00:00,05:59:52,ASML,48.2,200,WavyWalnuts,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:52,SAP,58.3,500,AverageAlmonds,YieldingYams,sell
2026-07-11T20:00:06.349113+00:00,05:59:52,SAP,58.3,125,AverageAlmonds,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:52,ASML_DUAL,48.7,50,DiligentDonuts,FlawlessFlatbreads,sell
2026-07-11T20:00:06.349113+00:00,05:59:53,OB5X_202612_080P,15.5,41,ScholarlySpearmints,TactfulTangerines,buy
2026-07-11T20:00:06.349113+00:00,05:59:53,OB5X_202612_080C,91.5,50,ScholarlySpearmints,VersatileVinegars,buy
2026-07-11T20:00:06.349113+00:00,05:59:53,TSLA,10.9,200,WavyWalnuts,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:53,NVDA,37.9,200,WavyWalnuts,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:53,ASML,48.2,3,WavyWalnuts,Xinhong Shan,buy
2026-07-11T20:00:06.349113+00:00,05:59:53,ASML,48.2,197,WavyWalnuts,AverageAlmonds,buy
2026-07-11T20:00:06.349113+00:00,05:59:53,NVDA,37.8,20,YieldingYams,BrilliantBurritos,sell
2026-07-11T20:00:06.349113+00:00,05:59:53,NVDA,37.9,500,YieldingYams,AverageAlmonds,buy
2026-07-11T20:00:06.349113+00:00,05:59:53,NVDA,37.9,125,YieldingYams,Shen Jiang,sell
2026-07-11T20:00:06.349113+00:00,05:59:53,SAP,58.4,200,YieldingYams,WavyWalnuts,buy
2026-07-11T20:00:06.349113+00:00,05:59:53,OB5X_202706_F,166.4,50,PowerfulPineapples,RadiantRisottos,sell
2026-07-11T20:00:06.349113+00:00,05:59:53,ASML_202612_F,46.3,50,DownrightDogfish,BoundlessBisons,buy
2026-07-11T20:00:06.349113+00:00,05:59:53,OB5X_202703_F,159.8,50,PowerfulPineapples,RadiantRisottos,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML,48.1,3,Xinhong Shan,AverageAlmonds,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML,48.1,497,YieldingYams,AverageAlmonds,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,OB5X_202612_F,156.9,50,PowerfulPineapples,RadiantRisottos,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,TSLA,10.9,20,BrilliantBurritos,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML_202703_F,46.8,50,DownrightDogfish,BoundlessBisons,buy
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML_202706_F,47.0,50,DownrightDogfish,BoundlessBisons,buy
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML_DUAL,48.7,5,Xinhong Shan,DiligentDonuts,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,OB5X_ETF,36.1,500,NecessaryNutmegs,LivelyLasagnas,buy
2026-07-11T20:00:06.349113+00:00,05:59:54,SAP_DUAL,58.3,50,HomelyHerrings,JazzyJellies,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML_202612_F,46.0,100,CapableCoyotes,BoundlessBisons,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML_202703_F,46.4,100,CapableCoyotes,BoundlessBisons,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML,48.1,3,Xinhong Shan,YieldingYams,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,AAPL,162.2,200,WavyWalnuts,YieldingYams,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,NVDA,37.9,200,WavyWalnuts,AverageAlmonds,buy
2026-07-11T20:00:06.349113+00:00,05:59:54,TSLA,10.8,200,Shen Jiang,WavyWalnuts,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML,48.0,200,YieldingYams,WavyWalnuts,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML_202706_F,46.6,100,CapableCoyotes,BoundlessBisons,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,AAPL,162.2,200,WavyWalnuts,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML,48.1,20,BrilliantBurritos,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:54,ASML_202612_050C,32.0,54,FortunateFerrets,EssentialEagles,sell
2026-07-11T20:00:06.349113+00:00,05:59:54,TSLA,11.0,500,YieldingYams,AverageAlmonds,buy
2026-07-11T20:00:06.349113+00:00,05:59:54,TSLA,11.0,125,YieldingYams,Shen Jiang,buy
2026-07-11T20:00:06.349113+00:00,05:59:55,SAP,58.4,200,WavyWalnuts,YieldingYams,sell
2026-07-11T20:00:06.349113+00:00,05:59:55,OB5X_202706_F,166.2,55,PowerfulPineapples,OriginalOlives,sell
2026-07-11T20:00:06.349113+00:00,05:59:55,ASML,48.0,3,Xinhong Shan,YieldingYams,sell
2026-07-11T20:00:06.349113+00:00,05:59:55,NVDA,37.7,200,WavyWalnuts,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:55,TSLA,10.8,200,AverageAlmonds,WavyWalnuts,sell
2026-07-11T20:00:06.349113+00:00,05:59:55,ASML,47.9,200,YieldingYams,WavyWalnuts,sell
2026-07-11T20:00:06.349113+00:00,05:59:55,NVDA,37.7,20,BrilliantBurritos,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:55,SAP,58.4,200,WavyWalnuts,YieldingYams,buy
2026-07-11T20:00:06.349113+00:00,05:59:56,ASML_202612_050P,33.9,58,EssentialEagles,FortunateFerrets,buy
2026-07-11T20:00:06.349113+00:00,05:59:56,OB5X_202706_F,166.2,45,PowerfulPineapples,RadiantRisottos,sell
2026-07-11T20:00:06.349113+00:00,05:59:56,ASML_202612_050P,33.6,50,GenerousGeckos,EssentialEagles,sell
2026-07-11T20:00:08.082937+00:00,05:59:56,OB5X_202703_F,159.6,50,PowerfulPineapples,RadiantRisottos,sell
2026-07-11T20:00:08.082937+00:00,05:59:56,OB5X_202612_080C,90.4,46,VersatileVinegars,ScholarlySpearmints,sell
2026-07-11T20:00:08.082937+00:00,05:59:56,ASML_202612_F,45.2,50,BoundlessBisons,DownrightDogfish,sell
2026-07-11T20:00:08.082937+00:00,05:59:56,TSLA,10.8,300,AverageAlmonds,YieldingYams,sell
2026-07-11T20:00:08.082937+00:00,05:59:56,TSLA,10.8,125,Shen Jiang,YieldingYams,sell
2026-07-11T20:00:08.082937+00:00,05:59:56,OB5X_202612_F,156.7,50,PowerfulPineapples,RadiantRisottos,sell
2026-07-11T20:00:08.082937+00:00,05:59:56,SAP,58.5,200,YieldingYams,WavyWalnuts,buy
