timestamp,recv_time,price,volume,aggressor_side,buyer,seller,trade_id
2026-07-03T19:00:00.259969,2026-07-03T19:00:00.258586+00:00,116.1,47,ask,,,6086433
2026-07-03T19:00:00.887743,2026-07-03T19:00:00.909266+00:00,116.4,42,ask,,,6086442
2026-07-03T19:00:03.517638,2026-07-03T19:00:03.544325+00:00,116.8,40,bid,,,6086472
2026-07-03T19:00:03.595220,2026-07-03T19:00:03.606523+00:00,116.4,50,ask,,,6086473
2026-07-03T19:00:03.891275,2026-07-03T19:00:03.902535+00:00,116.6,14,bid,,,6086480
2026-07-03T19:00:05.054327,2026-07-03T19:00:05.060499+00:00,116.6,86,bid,,,6086490
2026-07-03T19:00:05.704465,2026-07-03T19:00:05.711770+00:00,116.6,50,ask,,,6086499
2026-07-03T19:00:07.810295,2026-07-03T19:00:07.822116+00:00,116.6,14,ask,,,6086523
2026-07-03T19:00:07.810295,2026-07-03T19:00:07.822116+00:00,116.5,36,ask,,,6086524
2026-07-03T19:00:08.272796,2026-07-03T19:00:08.280673+00:00,116.5,64,ask,,,6086528
2026-07-03T19:00:08.486652,2026-07-03T19:00:08.502018+00:00,116.4,45,bid,,,6086534
2026-07-03T19:00:08.606906,2026-07-03T19:00:08.619090+00:00,116.4,3,bid,,,6086535
2026-07-03T19:00:09.869106,2026-07-03T19:00:09.875664+00:00,116.4,38,bid,,,6086552
2026-07-03T19:00:09.869106,2026-07-03T19:00:09.896372+00:00,117.0,12,bid,,,6086553
2026-07-03T19:00:10.673167,2026-07-03T19:00:10.685847+00:00,116.3,48,ask,,,6086572
2026-07-03T19:00:11.979008,2026-07-03T19:00:11.987006+00:00,116.8,50,bid,,,6086592
2026-07-03T19:00:12.528168,2026-07-03T19:00:12.549216+00:00,116.7,3,ask,,,6086597
2026-07-03T19:00:14.139261,2026-07-03T19:00:14.150915+00:00,116.7,50,ask,,,6086623
2026-07-03T19:00:16.247057,2026-07-03T19:00:16.258596+00:00,116.6,50,ask,,,6086659
2026-07-03T19:00:17.084712,2026-07-03T19:00:17.096125+00:00,116.6,45,ask,,,6086669
2026-07-03T19:00:17.814607,2026-07-03T19:00:17.824549+00:00,116.4,3,bid,,,6086680
2026-07-03T19:00:18.354481,2026-07-03T19:00:18.351549+00:00,116.2,50,ask,,,6086692
2026-07-03T19:00:18.582229,2026-07-03T19:00:18.592829+00:00,116.4,23,bid,,,6086697
2026-07-03T19:00:19.077168,2026-07-03T19:00:19.123426+00:00,116.4,48,bid,,,6086701
2026-07-03T19:00:20.070806,2026-07-03T19:00:20.082523+00:00,116.4,41,bid,,,6086713
2026-07-03T19:00:20.413139,2026-07-03T19:00:20.426153+00:00,116.4,35,bid,,,6086719
2026-07-03T19:00:20.609631,2026-07-03T19:00:20.612714+00:00,116.8,47,bid,,,6086720
2026-07-03T19:00:20.664049,2026-07-03T19:00:20.672003+00:00,116.3,40,ask,,,6086722
2026-07-03T19:00:20.892146,2026-07-03T19:00:20.905868+00:00,116.7,23,ask,,,6086726
2026-07-03T19:00:21.306485,2026-07-03T19:00:21.334910+00:00,116.7,44,ask,,,6086737
2026-07-03T19:00:22.405118,2026-07-03T19:00:22.416868+00:00,116.7,41,ask,,,6086751
2026-07-03T19:00:22.576845,2026-07-03T19:00:22.595908+00:00,116.7,42,ask,,,6086754
