timestamp,recv_time,price,volume,aggressor_side,buyer,seller,trade_id
2026-07-08T15:00:01.321734,2026-07-08T15:00:01.331108+00:00,147.2,16,bid,,,12349731
2026-07-08T15:00:01.321734,2026-07-08T15:00:01.331108+00:00,147.2,8,bid,,,12349732
2026-07-08T15:00:01.321734,2026-07-08T15:00:01.351306+00:00,147.3,26,bid,,,12349733
2026-07-08T15:00:02.488837,2026-07-08T15:00:02.497965+00:00,147.0,40,ask,,,12349749
2026-07-08T15:00:04.277550,2026-07-08T15:00:04.337405+00:00,147.0,3,ask,,,12349774
2026-07-08T15:00:05.536816,2026-07-08T15:00:05.548687+00:00,147.2,8,bid,,,12349800
2026-07-08T15:00:05.536816,2026-07-08T15:00:05.548687+00:00,147.3,42,bid,,,12349801
2026-07-08T15:00:05.569585,2026-07-08T15:00:05.580137+00:00,146.9,8,ask,,,12349804
2026-07-08T15:00:05.569585,2026-07-08T15:00:05.585377+00:00,146.8,38,ask,,,12349805
2026-07-08T15:00:07.643971,2026-07-08T15:00:07.655424+00:00,147.3,50,bid,,,12349842
2026-07-08T15:00:08.025961,2026-07-08T15:00:08.036567+00:00,147.3,8,bid,,,12349853
2026-07-08T15:00:08.025961,2026-07-08T15:00:08.036567+00:00,147.3,32,bid,,,12349854
2026-07-08T15:00:08.214268,2026-07-08T15:00:08.226044+00:00,147.3,100,bid,,,12349864
2026-07-08T15:00:08.325577,2026-07-08T15:00:08.337095+00:00,147.3,8,bid,,,12349866
2026-07-08T15:00:08.338359,2026-07-08T15:00:08.348459+00:00,147.6,35,ask,,,12349867
2026-07-08T15:00:09.515589,2026-07-08T15:00:09.525314+00:00,147.6,11,ask,,,12349884
2026-07-08T15:00:09.754317,2026-07-08T15:00:09.763790+00:00,147.8,50,bid,,,12349888
2026-07-08T15:00:10.830287,2026-07-08T15:00:10.839113+00:00,147.6,3,ask,,,12349902
2026-07-08T15:00:11.430586,2026-07-08T15:00:11.437852+00:00,147.6,93,ask,,,12349919
2026-07-08T15:00:11.430586,2026-07-08T15:00:11.443242+00:00,147.6,7,ask,,,12349920
2026-07-08T15:00:11.559137,2026-07-08T15:00:11.568651+00:00,147.6,1,ask,,,12349922
2026-07-08T15:00:11.582904,2026-07-08T15:00:11.591661+00:00,147.3,14,bid,,,12349923
2026-07-08T15:00:11.865809,2026-07-08T15:00:11.877442+00:00,147.3,50,bid,,,12349929
2026-07-08T15:00:12.161756,2026-07-08T15:00:12.167774+00:00,147.3,23,bid,,,12349940
2026-07-08T15:00:12.226864,2026-07-08T15:00:12.235520+00:00,147.3,49,bid,,,12349944
2026-07-08T15:00:14.057699,2026-07-08T15:00:14.069161+00:00,147.0,50,ask,,,12349967
2026-07-08T15:00:14.695606,2026-07-08T15:00:14.705584+00:00,147.4,23,ask,,,12349980
